source,target,length,time,costing
891e036144fffff,891e036029bffff,6.946,5286.876,pedestrian
891e037a057ffff,891e037a8bbffff,9.13,7415.478,pedestrian
891e037020fffff,891e037b3b3ffff,21.756,18698.013,pedestrian
891e03714a3ffff,891e037ae3bffff,10.59,8176.079,pedestrian
891e036353bffff,891e0361433ffff,8.574,6614.143,pedestrian
891e037ac6bffff,891e0378193ffff,5.457,4499.502,pedestrian
891e0371aa3ffff,891e037ac2bffff,6.858,5276.75,pedestrian
891e037aa8bffff,891e03788cbffff,6.073,4637.37,pedestrian
891e03788afffff,891e0378d7bffff,1.055,841.068,pedestrian
891e0379d9bffff,891e0379d8fffff,0.828,674.39,pedestrian
891e037aa1bffff,891e03614dbffff,8.336,6588.359,pedestrian
891e0378367ffff,891e0379887ffff,3.071,2580.973,pedestrian
891e0371bc3ffff,891e037128bffff,10.45,8247.191,pedestrian
891e037ab5bffff,891e037a217ffff,9.596,7809.198,pedestrian
891e0371ec3ffff,891e037125bffff,7.369,5715.115,pedestrian
891e037ac23ffff,891e037a173ffff,4.929,3997.259,pedestrian
891e037a8cfffff,891e037a84bffff,1.449,1128.257,pedestrian
891e0378db7ffff,891e037a3cfffff,11.431,9024.624,pedestrian
891e037aa7bffff,891e037ae43ffff,4.204,3291.531,pedestrian
891e0370273ffff,891e03611dbffff,20.764,15741.257,pedestrian
891e0360183ffff,891e036a4b3ffff,17.337,13022.854,pedestrian
891e037020fffff,891e036308fffff,12.144,9204.807,pedestrian
891e037ab83ffff,891e0361463ffff,9.861,7600.208,pedestrian
891e0378333ffff,891e037aac3ffff,5.608,4498.639,pedestrian
891e0361453ffff,891e0378327ffff,10.505,8015.06,pedestrian
891e036a543ffff,891e037aa73ffff,9.816,7606.745,pedestrian
891e037a847ffff,891e0371863ffff,8.179,6320.024,pedestrian
891e0378573ffff,891e037ae23ffff,4.613,3747.16,pedestrian
891e037137bffff,891e03614cbffff,12.713,9632.932,pedestrian
891e036a57bffff,891e036a567ffff,1.022,800.32,pedestrian
891e037ac0fffff,891e0378cc3ffff,6.887,5431.801,pedestrian
891e0360677ffff,891e036366fffff,7.215,5422.648,pedestrian
891e036339bffff,891e0378923ffff,5.286,4166.816,pedestrian
891e036a58bffff,891e0378c47ffff,6.948,5246.786,pedestrian
891e037aa0bffff,891e037aa03ffff,0.41,317.184,pedestrian
891e036a3d7ffff,891e03635afffff,18.483,14057.435,pedestrian
891e0373373ffff,891e0378e83ffff,16.369,12728.34,pedestrian
891e03612a7ffff,891e036100fffff,1.533,1203.717,pedestrian
891e03710cfffff,891e0371057ffff,0.728,557.613,pedestrian
891e0378d8fffff,891e03630dbffff,4.477,3387.17,pedestrian
891e036a5dbffff,891e03785a3ffff,11.148,8789.008,pedestrian
891e037813bffff,891e03783dbffff,4.261,3312.603,pedestrian
891e037a907ffff,891e037a923ffff,0.677,523.453,pedestrian
891e037ad43ffff,891e037ac7bffff,2.573,1989.202,pedestrian
891e036a6d3ffff,891e036a1a7ffff,10.026,8081.253,pedestrian
891e0371ed7ffff,891e0371e1bffff,0.921,732.884,pedestrian
891e0361897ffff,891e037aa03ffff,18.838,14375.927,pedestrian
891e037a85bffff,891e03614d7ffff,9.652,7585.104,pedestrian
891e036a41bffff,891e036a4d7ffff,1.716,1311.388,pedestrian
891e0378cd7ffff,891e037ac77ffff,5.976,4612.66,pedestrian
891e0360e8bffff,891e037a81bffff,19.069,14482.178,pedestrian
891e036a8b3ffff,891e0361003ffff,6.805,5149.267,pedestrian
891e037aab3ffff,891e03712cfffff,7.765,5972.152,pedestrian
891e037aa97ffff,891e037ac13ffff,4.946,3791.268,pedestrian
891e037a1b3ffff,891e037a2b3ffff,5.659,5187.224,pedestrian
891e0371333ffff,891e0371327ffff,0.786,680.091,pedestrian
891e0379a3bffff,891e036308bffff,19.827,15304.743,pedestrian
891e0378cc7ffff,891e037a317ffff,7.153,6068.278,pedestrian
891e036a583ffff,891e037a94bffff,10.635,8108.659,pedestrian
891e037ad8fffff,891e0378c8fffff,8.424,6499.24,pedestrian
891e037aaabffff,891e0378c8fffff,2.186,1670.534,pedestrian
891e0344acfffff,891e0378553ffff,11.225,9278.499,pedestrian
891e036138fffff,891e037abcfffff,12.686,9716.9,pedestrian
891e037ae63ffff,891e036112fffff,16.644,12781.317,pedestrian
891e0379a47ffff,891e0361887ffff,27.246,21133.226,pedestrian
891e036364fffff,891e037ac63ffff,6.908,5244.939,pedestrian
891e0361337ffff,891e03610abffff,3.67,2768.758,pedestrian
891e036acbbffff,891e03712b3ffff,23.04,17559.589,pedestrian
891e036ac07ffff,891e0361257ffff,3.3,2432.939,pedestrian
891e036a50bffff,891e037a847ffff,12.399,9544.07,pedestrian
891e03782afffff,891e037986fffff,7.552,5735.181,pedestrian
891e0378193ffff,891e0361883ffff,21.169,16469.529,pedestrian
891e0371c1bffff,891e0378547ffff,13.767,10875.666,pedestrian
891e03783a7ffff,891e0371347ffff,11.087,8673.456,pedestrian
891e03781bbffff,891e037aa57ffff,1.887,1543.27,pedestrian
891e0379e6bffff,891e0379c9bffff,5.718,4612.401,pedestrian
891e0378563ffff,891e037a10bffff,5.931,4976.721,pedestrian
891e03626cfffff,891e03631b3ffff,4.701,3597.045,pedestrian
891e037aaafffff,891e037aad7ffff,2.366,1871.172,pedestrian
891e0344a7bffff,891e037a337ffff,8.334,6984.287,pedestrian
891e03716cfffff,891e0378593ffff,8.279,6511.698,pedestrian
891e0371a33ffff,891e037aacbffff,9.32,7275.779,pedestrian
891e036144bffff,891e036322fffff,3.154,2545.313,pedestrian
891e0379c0bffff,891e0379c17ffff,0.753,680.105,pedestrian
891e0361443ffff,891e03780a7ffff,11.451,8905.435,pedestrian
891e036340bffff,891e0378e87ffff,9.449,7216.848,pedestrian
891e1cb6dc3ffff,891e0379d4fffff,8.875,6782.94,pedestrian
891e0379c03ffff,891e0361883ffff,25.463,19674.935,pedestrian
891e0379c03ffff,891e0378e97ffff,6.726,5174.523,pedestrian
891e0379c87ffff,891e037a697ffff,13.526,10989.971,pedestrian
891e0363503ffff,891e037ab27ffff,6.953,5277.991,pedestrian
891e036321bffff,891e0378ed3ffff,8.895,6780.655,pedestrian
891e037a9abffff,891e037a93bffff,0.851,639.943,pedestrian
891e0379ac3ffff,891e037aa43ffff,12.618,10024.908,pedestrian
891e037aab7ffff,891e0378533ffff,3.968,3370.92,pedestrian
891e03632d3ffff,891e037aa33ffff,5.304,4177.756,pedestrian
891e03635c3ffff,891e0378983ffff,8.253,6369.803,pedestrian
891e037a167ffff,891e037a28bffff,6.106,5618.835,pedestrian
891e036014fffff,891e036145bffff,12.249,9201.486,pedestrian
891e036ac83ffff,891e036ac87ffff,0.616,442.16,pedestrian
891e037ae93ffff,891e037aac3ffff,3.698,3066.818,pedestrian
891e03788c3ffff,891e0378ed7ffff,3.44,2616.665,pedestrian
891e036a607ffff,891e0379923ffff,2.262,1638.638,pedestrian
891e03783cfffff,891e0378edbffff,2.811,2171.651,pedestrian
891e0378c17ffff,891e036a543ffff,8.727,6673.744,pedestrian
891e037850fffff,891e0361897ffff,21.68,16661.572,pedestrian
891e037ad43ffff,891e037aa83ffff,4.062,3178.2,pedestrian
891e0344a73ffff,891e03459b7ffff,1.086,920.991,pedestrian
891e037a9d3ffff,891e037ae63ffff,5.086,4068.327,pedestrian
891e037ab7bffff,891e037aa0bffff,3.584,2850.243,pedestrian
891e0379c27ffff,891e0378ec7ffff,4.552,3436.588,pedestrian
891e036162bffff,891e037aa43ffff,11.035,8614.778,pedestrian
891e0371e8bffff,891e0371c0fffff,2.543,1966.608,pedestrian
891e0363207ffff,891e0378c43ffff,7.843,6001.101,pedestrian
891e03783b3ffff,891e0379d83ffff,2.798,2143.436,pedestrian
891e0363557ffff,891e036225bffff,2.441,1881.521,pedestrian
891e037a037ffff,891e037aa9bffff,6.242,5153.092,pedestrian
891e0371b63ffff,891e03635cfffff,1.591,1244.264,pedestrian
891e0362613ffff,891e037ae2fffff,12.631,9753.293,pedestrian
891e03710cfffff,891e03710c7ffff,0.763,609.811,pedestrian
891e0378d6fffff,891e037acafffff,9.62,7344.16,pedestrian
891e0378c8bffff,891e03788c3ffff,3.039,2341.533,pedestrian
891e037abcfffff,891e0378527ffff,4.093,3274.132,pedestrian
891e036347bffff,891e037804bffff,14.162,11230.532,pedestrian
891e037ac07ffff,891e0360433ffff,15.759,12229.965,pedestrian
891e03713a3ffff,891e0378e83ffff,12.145,9371.598,pedestrian
891e03782b3ffff,891e0378533ffff,5.712,4750.863,pedestrian
891e036053bffff,891e03605afffff,1.186,864.965,pedestrian
891e0371057ffff,891e037aa9bffff,8.57,6708.012,pedestrian
891e036132bffff,891e0378aafffff,11.963,8989.113,pedestrian
891e0378337ffff,891e03783d3ffff,2.692,2098.227,pedestrian
891e036ac63ffff,891e0363643ffff,13.41,10068.299,pedestrian
891e0378a4fffff,891e037ab6bffff,7.439,5767.696,pedestrian
891e03714bbffff,891e03714b3ffff,0.456,350.403,pedestrian
891e0371a7bffff,891e037ae67ffff,7.421,5770.352,pedestrian
891e0378117ffff,891e037a137ffff,6.824,5465.898,pedestrian
891e036a0bbffff,891e0378c3bffff,9.527,7170.32,pedestrian
891e03605cfffff,891e0378dcfffff,13.244,10055.375,pedestrian
891e036120bffff,891e036121bffff,0.676,530.835,pedestrian
891e0360297ffff,891e037aa2bffff,13.044,9886.093,pedestrian
891e0379a13ffff,891e037813bffff,9.898,7751.065,pedestrian
891e036a08fffff,891e036a00fffff,0.901,666.519,pedestrian
891e0361653ffff,891e03616cbffff,0.422,312.977,pedestrian
891e0361453ffff,891e037a94bffff,8.168,6239.198,pedestrian
891e03714a3ffff,891e03632afffff,18.402,14043.583,pedestrian
891e037184bffff,891e0371303ffff,5.028,3922.41,pedestrian
891e0360053ffff,891e0371acbffff,12.543,9275.724,pedestrian
891e03602b3ffff,891e0378c83ffff,13.511,10185.771,pedestrian
891e0371a63ffff,891e03781b7ffff,8.135,6332.53,pedestrian
891e03631b7ffff,891e037aad7ffff,13.055,10075.005,pedestrian
891e03782a7ffff,891e037aa6bffff,5.659,4389.155,pedestrian
891e037aa3bffff,891e037aaabffff,0.729,557.621,pedestrian
891e03610bbffff,891e03616afffff,2.755,2062.144,pedestrian
891e037819bffff,891e037acafffff,7.986,6417.981,pedestrian
891e0378153ffff,891e0378d03ffff,7.378,5708.462,pedestrian
891e0378dd3ffff,891e037a827ffff,4.376,3355.733,pedestrian
891e03782a3ffff,891e0378133ffff,4.832,3741.644,pedestrian
891e0360077ffff,891e037a913ffff,13.295,9921.772,pedestrian
891e0378bcbffff,891e03781afffff,6.062,4723.482,pedestrian
891e0371043ffff,891e037a30bffff,9.23,7378.338,pedestrian
891e03636dbffff,891e037ae0fffff,6.067,4745.063,pedestrian
891e0371c47ffff,891e037a827ffff,7.68,5768.725,pedestrian
891e037aa97ffff,891e037ab1bffff,3.086,2491.74,pedestrian
891e0378b53ffff,891e037a1b3ffff,13.785,10822.693,pedestrian
891e037ad37ffff,891e037aad7ffff,6.595,5186.295,pedestrian
891e0362233ffff,891e036229bffff,1.951,1524.38,pedestrian
891e03606c7ffff,891e037aa57ffff,12.445,9525.993,pedestrian
891e0363347ffff,891e0361487ffff,1.3,1007.817,pedestrian
891e037134bffff,891e0363653ffff,7.749,5943.604,pedestrian
891e0378103ffff,891e037a2afffff,6.792,5575.257,pedestrian
891e0378c13ffff,891e0378107ffff,2.825,2244.454,pedestrian
891e037ad77ffff,891e037a913ffff,2.035,1563.959,pedestrian
891e037812fffff,891e0378e97ffff,0.407,311.032,pedestrian
891e0378cd7ffff,891e037aacfffff,2.263,1897.943,pedestrian
891e036a4dbffff,891e03712c3ffff,16.522,12905.717,pedestrian
891e037aa43ffff,891e037ae2fffff,2.594,2133.666,pedestrian
891e03622afffff,891e037816fffff,16.402,12505.094,pedestrian
891e037a0b3ffff,891e037a02bffff,2.445,2050.22,pedestrian
891e0379c6fffff,891e0379c63ffff,0.566,450.995,pedestrian
891e0379a93ffff,891e0378e5bffff,7.426,5792.214,pedestrian
891e0360097ffff,891e0378987ffff,10.744,8071.77,pedestrian
891e037a30fffff,891e037ac0fffff,6.113,4852.591,pedestrian
891e0344b2bffff,891e0378ecfffff,13.854,10932.874,pedestrian
891e03714cfffff,891e037811bffff,14.857,11673.578,pedestrian
891e036148fffff,891e0378d93ffff,5.492,4191.747,pedestrian
891e036346bffff,891e0378d37ffff,4.411,3437.316,pedestrian
891e03610cfffff,891e037aa33ffff,10.384,8027.555,pedestrian
891e037aa97ffff,891e03783d7ffff,7.259,5932.313,pedestrian
891e037aa3bffff,891e037ad27ffff,5.962,4692.824,pedestrian
891e0378a7bffff,891e037120bffff,14.697,11492.264,pedestrian
891e037136bffff,891e03606d7ffff,12.599,9531.666,pedestrian
891e0371403ffff,891e0371417ffff,0.417,298.31,pedestrian
891e03602afffff,891e0378c8bffff,14.549,10955.386,pedestrian
891e037a5cfffff,891e037ae77ffff,7.168,6135.398,pedestrian
891e036328bffff,891e03713a3ffff,11.372,8644.338,pedestrian
891e0361617ffff,891e0378dabffff,5.29,3935.559,pedestrian
891e037100bffff,891e037aa93ffff,8.602,6692.802,pedestrian
891e037a1afffff,891e0371163ffff,6.954,5407.521,pedestrian
891e0371a03ffff,891e037ae23ffff,7.4,5694.548,pedestrian
891e037aa77ffff,891e037aa93ffff,2.356,1814.335,pedestrian
891e03616afffff,891e0363227ffff,4.998,3935.0,pedestrian
891e0378833ffff,891e03789c3ffff,1.699,1325.845,pedestrian
891e0371adbffff,891e037a133ffff,7.696,5925.093,pedestrian
891e03630d3ffff,891e037aa27ffff,5.814,4467.06,pedestrian
891e03781a3ffff,891e03785bbffff,3.114,2664.813,pedestrian
891e036a517ffff,891e0378c63ffff,7.149,5415.345,pedestrian
891e0371253ffff,891e037ac07ffff,3.673,2866.242,pedestrian
891e037a223ffff,891e037a8d3ffff,7.054,5634.808,pedestrian
891e037ae4bffff,891e037a2a7ffff,3.783,3059.576,pedestrian
891e037aacfffff,891e0371577ffff,10.676,8383.644,pedestrian
891e0361463ffff,891e037aa3bffff,9.543,7408.64,pedestrian
891e036335bffff,891e0378597ffff,12.81,10174.167,pedestrian
891e037aa47ffff,891e0361897ffff,19.125,14626.019,pedestrian
891e0378047ffff,891e037ae9bffff,8.207,6622.883,pedestrian
891e0371297ffff,891e037128fffff,0.669,529.77,pedestrian
891e03684bbffff,891e036848fffff,4.755,3649.213,pedestrian
891e0378c1bffff,891e0378c87ffff,1.278,988.347,pedestrian
891e03785cbffff,891e0378a07ffff,10.39,8071.072,pedestrian
891e0371073ffff,891e037ae67ffff,8.106,6336.439,pedestrian
891e03716cbffff,891e037a8d3ffff,7.923,6121.667,pedestrian
891e036a0dbffff,891e03632dbffff,11.091,8474.186,pedestrian
891e036a68bffff,891e037a917ffff,14.972,11452.221,pedestrian
891e0361047ffff,891e037b147ffff,21.37,18119.015,pedestrian
891e036138fffff,891e036329bffff,8.994,7052.9,pedestrian
891e0378913ffff,891e0378d6bffff,1.479,1150.31,pedestrian
891e037ad2fffff,891e037ae47ffff,7.639,5938.527,pedestrian
891e0362247ffff,891e036366bffff,7.856,6012.213,pedestrian
891e037ae4bffff,891e037ae5bffff,0.483,401.583,pedestrian
891e037ae5bffff,891e0371313ffff,7.407,5728.633,pedestrian
891e037ac73ffff,891e0378d27ffff,8.615,6631.012,pedestrian
891e036a54fffff,891e036a563ffff,1.278,994.894,pedestrian
891e0378b87ffff,891e0363353ffff,5.99,4647.56,pedestrian
891e0378c9bffff,891e0361ea3ffff,15.665,11843.863,pedestrian
891e0361053ffff,891e037ab37ffff,9.07,6842.054,pedestrian
891e037a9c7ffff,891e0363563ffff,6.9,5233.544,pedestrian
891e037abd7ffff,891e03622bbffff,11.088,8426.762,pedestrian
891e037153bffff,891e0371c07ffff,4.694,3506.539,pedestrian
891e036104bffff,891e03712d7ffff,19.283,14733.811,pedestrian
891e0379bafffff,891e0378d8bffff,10.504,8006.247,pedestrian
891e0360123ffff,891e0360e9bffff,1.326,1064.673,pedestrian
891e037a137ffff,891e037ae67ffff,3.96,3121.668,pedestrian
891e03634d3ffff,891e03783a7ffff,11.046,8601.213,pedestrian
891e036346fffff,891e037ae2fffff,8.146,6238.691,pedestrian
891e0378513ffff,891e03712d3ffff,7.557,5992.891,pedestrian
891e0379917ffff,891e037aaabffff,9.151,7067.17,pedestrian
891e0378ccfffff,891e037887bffff,3.865,2924.997,pedestrian
891e037a62bffff,891e037a373ffff,3.929,3178.678,pedestrian
891e036347bffff,891e037ae53ffff,10.219,8031.929,pedestrian
891e037a26bffff,891e037a123ffff,8.396,6889.932,pedestrian
891e03780c7ffff,891e03788bbffff,9.69,7741.839,pedestrian
891e0345d2fffff,891e037aa97ffff,13.471,10687.707,pedestrian
891e037aa03ffff,891e0378d0fffff,5.373,4265.972,pedestrian
891e037a193ffff,891e037a52bffff,0.505,490.324,pedestrian
891e0363207ffff,891e037a1afffff,11.794,9097.409,pedestrian
891e0371a4fffff,891e037a837ffff,2.98,2256.404,pedestrian
891e037ad6bffff,891e0379803ffff,14.835,11583.521,pedestrian
891e0363277ffff,891e0363293ffff,2.417,1815.007,pedestrian
891e03603b7ffff,891e037ac03ffff,19.875,15094.407,pedestrian
891e03610c7ffff,891e0361e23ffff,6.612,5041.985,pedestrian
891e037334bffff,891e037124bffff,7.382,5519.271,pedestrian
891e036a51bffff,891e036a567ffff,1.44,1057.684,pedestrian
891e0371a8bffff,891e0363483ffff,2.88,2181.356,pedestrian
891e036a4afffff,891e036a4b3ffff,0.93,731.163,pedestrian
891e0361053ffff,891e037acb7ffff,15.396,11629.624,pedestrian
891e0378063ffff,891e037a177ffff,8.454,6862.07,pedestrian
891e0361073ffff,891e0361627ffff,1.541,1179.332,pedestrian
891e037026bffff,891e037152fffff,1.989,1572.067,pedestrian
891e036364bffff,891e037ae67ffff,5.907,4595.795,pedestrian
891e03715d7ffff,891e03714bbffff,1.714,1351.436,pedestrian
891e0378367ffff,891e0378edbffff,1.719,1307.63,pedestrian
891e036340fffff,891e036340bffff,0.916,696.044,pedestrian
891e0378437ffff,891e03712cfffff,8.273,6602.442,pedestrian
891e0345937ffff,891e037ac3bffff,11.427,9528.333,pedestrian
891e0378597ffff,891e037a6afffff,5.837,4864.388,pedestrian
891e0371b0fffff,891e03623cbffff,5.863,4495.961,pedestrian
891e0379c83ffff,891e037ab2bffff,11.128,8583.997,pedestrian
891e0361897ffff,891e037aab3ffff,18.708,14217.265,pedestrian
891e03601a3ffff,891e0378173ffff,20.555,15543.862,pedestrian
891e037abcfffff,891e037abdbffff,0.707,609.31,pedestrian
891e037a84fffff,891e03781a3ffff,3.881,3032.103,pedestrian
891e0361e93ffff,891e037a8cfffff,16.022,12270.234,pedestrian
891e037aa13ffff,891e0371c57ffff,10.618,8091.27,pedestrian
891e03714a3ffff,891e034482bffff,7.453,5717.804,pedestrian
891e0378627ffff,891e0378c47ffff,7.965,6255.262,pedestrian
891e036324bffff,891e0378d7bffff,2.547,1997.563,pedestrian
891e03459abffff,891e037ae4fffff,9.527,7775.241,pedestrian
891e0373363ffff,891e037810fffff,15.418,11929.45,pedestrian
891e037a973ffff,891e03632cbffff,4.388,3379.572,pedestrian
891e03633cbffff,891e0363227ffff,0.495,412.378,pedestrian
891e0378857ffff,891e037884fffff,0.886,716.914,pedestrian
891e0378377ffff,891e0379dbbffff,2.006,1537.693,pedestrian
891e037a127ffff,891e037aa97ffff,4.139,3327.686,pedestrian
891e037147bffff,891e037acd3ffff,5.554,4228.451,pedestrian
891e03781cfffff,891e037a8bbffff,8.039,6274.916,pedestrian
891e0378557ffff,891e036111bffff,17.392,13494.233,pedestrian
891e0361653ffff,891e037ab63ffff,7.873,5966.389,pedestrian
891e036a4afffff,891e036a567ffff,3.825,2855.831,pedestrian
891e0378563ffff,891e0371ec3ffff,10.666,8429.13,pedestrian
891e037993bffff,891e037816bffff,8.06,6277.849,pedestrian
891e0378cdbffff,891e037aa33ffff,2.217,1775.69,pedestrian
891e03612b3ffff,891e037ae27ffff,13.756,10607.876,pedestrian
891e037ab47ffff,891e037ab43ffff,1.063,858.652,pedestrian
891e03781abffff,891e0378c17ffff,2.916,2323.357,pedestrian
891e037abdbffff,891e037aa83ffff,2.128,1651.092,pedestrian
891e036351bffff,891e0371c4bffff,7.776,5969.721,pedestrian
891e0361083ffff,891e036000fffff,8.037,6093.02,pedestrian
891e037812bffff,891e037ae67ffff,4.565,3674.158,pedestrian
891e0378e53ffff,891e0378ccfffff,3.689,2822.834,pedestrian
891e036012fffff,891e037ab53ffff,16.963,12821.552,pedestrian
891e037a117ffff,891e037aa77ffff,6.781,5318.968,pedestrian
891e037ab33ffff,891e037aa37ffff,2.611,2126.335,pedestrian
891e0362a77ffff,891e0362a67ffff,0.449,345.416,pedestrian
891e036068bffff,891e037120bffff,16.561,12679.928,pedestrian
891e0371e17ffff,891e03606cfffff,13.242,9852.768,pedestrian
891e037a36fffff,891e037aabbffff,4.982,4047.44,pedestrian
891e03630c7ffff,891e037ab97ffff,5.439,4174.058,pedestrian
891e036a31bffff,891e037aa33ffff,13.942,10504.959,pedestrian
891e0371e0fffff,891e037a123ffff,8.011,6230.083,pedestrian
891e037aac3ffff,891e03785a7ffff,1.616,1275.246,pedestrian
891e0378ca7ffff,891e0378c23ffff,1.191,951.826,pedestrian
891e0378147ffff,891e037aa07ffff,4.076,3253.834,pedestrian
891e0371e13ffff,891e0371647ffff,7.579,5863.496,pedestrian
891e0361ecfffff,891e03718d3ffff,20.21,15144.502,pedestrian
891e037abc3ffff,891e03614dbffff,7.461,5833.034,pedestrian
891e0378907ffff,891e037ae3bffff,9.511,7409.506,pedestrian
891e036a517ffff,891e037890bffff,4.098,3110.239,pedestrian
891e0361083ffff,891e037ae4bffff,14.123,11022.724,pedestrian
891e0378133ffff,891e0378a7bffff,6.5,4993.279,pedestrian
891e036a043ffff,891e0378cc3ffff,10.518,8048.574,pedestrian
891e0379d83ffff,891e037ae9bffff,9.29,7260.386,pedestrian
891e0378a37ffff,891e0378137ffff,5.485,4277.183,pedestrian
891e037ae43ffff,891e0361883ffff,23.153,17737.824,pedestrian
891e037a8d3ffff,891e037ab8bffff,3.232,2642.295,pedestrian
891e0378b8fffff,891e0378cbbffff,5.721,4444.309,pedestrian
891e037ae93ffff,891e0378557ffff,4.65,3787.234,pedestrian
891e037ad1bffff,891e0344a4bffff,14.751,12371.088,pedestrian
891e0371c13ffff,891e037aa7bffff,12.822,9804.313,pedestrian
891e037aa13ffff,891e0378d27ffff,6.535,5115.355,pedestrian
891e0379c17ffff,891e037abafffff,11.663,9215.205,pedestrian
891e03784afffff,891e0378e97ffff,5.904,4684.048,pedestrian
891e0378407ffff,891e037a277ffff,2.817,2668.667,pedestrian
891e0371187ffff,891e0378c8bffff,12.71,9755.735,pedestrian
891e037851bffff,891e0378563ffff,1.282,1024.686,pedestrian
891e03788a7ffff,891e037ac73ffff,9.171,7118.875,pedestrian
891e037aa13ffff,891e0378c17ffff,3.209,2465.36,pedestrian
891e036321bffff,891e037ac07ffff,8.828,6799.697,pedestrian
891e036108fffff,891e0363337ffff,5.131,3957.058,pedestrian
891e0378cd3ffff,891e0378c03ffff,1.379,1077.265,pedestrian
891e0371ec3ffff,891e037a8d7ffff,5.347,4155.03,pedestrian
891e037a973ffff,891e0378c4fffff,7.174,5555.273,pedestrian
891e037ad33ffff,891e0378337ffff,11.181,8793.693,pedestrian
891e037ac6bffff,891e037ab87ffff,3.673,2940.704,pedestrian
891e037a95bffff,891e037a1b7ffff,6.001,4646.629,pedestrian
891e037a1abffff,891e037a8afffff,5.356,4198.994,pedestrian
891e0371e9bffff,891e0378e97ffff,12.447,9610.152,pedestrian
891e037a317ffff,891e037a323ffff,1.048,923.565,pedestrian
891e0361493ffff,891e036148fffff,0.983,777.714,pedestrian
891e037ab53ffff,891e0378c33ffff,2.359,1861.236,pedestrian
891e0379927ffff,891e0379933ffff,0.804,625.718,pedestrian
891e0363697ffff,891e037ab23ffff,2.535,1972.396,pedestrian
891e037aa17ffff,891e036188fffff,19.64,14899.876,pedestrian
891e0361327ffff,891e037a893ffff,17.228,13142.702,pedestrian
891e036ad9bffff,891e037aaa3ffff,15.204,11758.393,pedestrian
891e037134fffff,891e0378cabffff,8.586,6790.15,pedestrian
891e037108fffff,891e0371087ffff,0.458,353.254,pedestrian
891e037ae33ffff,891e037a873ffff,2.519,2032.455,pedestrian
891e037a6bbffff,891e037b1afffff,6.666,6372.298,pedestrian
891e03459b7ffff,891e0345937ffff,1.113,950.634,pedestrian
891e03612afffff,891e0378a2fffff,7.886,5994.765,pedestrian
891e037a86fffff,891e037aa3bffff,1.796,1435.376,pedestrian
891e037aa63ffff,891e037a873ffff,3.326,2648.276,pedestrian
891e03716cfffff,891e037a363ffff,9.262,7341.855,pedestrian
891e0371ec3ffff,891e0371e1bffff,0.719,588.068,pedestrian
891e037124bffff,891e037124fffff,0.641,479.895,pedestrian
891e0379d1bffff,891e036a097ffff,12.243,9175.008,pedestrian
891e0371a4fffff,891e037aa33ffff,5.348,4168.275,pedestrian
891e0371e27ffff,891e0371e6fffff,1.453,1086.374,pedestrian
891e037a937ffff,891e037aa6fffff,6.93,5435.216,pedestrian
891e037a923ffff,891e037a873ffff,4.684,3619.106,pedestrian
891e037ab2bffff,891e0371327ffff,8.233,6377.481,pedestrian
891e036160fffff,891e0378e9bffff,9.424,7073.53,pedestrian
891e037a8c3ffff,891e0378ec3ffff,7.955,6169.076,pedestrian
891e037a373ffff,891e0378cabffff,7.477,5987.193,pedestrian
891e0363587ffff,891e0378c83ffff,10.594,7990.678,pedestrian
891e037811bffff,891e037ae53ffff,4.982,4116.801,pedestrian
891e037ab8bffff,891e036145bffff,8.467,6488.883,pedestrian
891e037a86bffff,891e036229bffff,11.459,8762.899,pedestrian
891e0378bc7ffff,891e0378d33ffff,5.323,3975.57,pedestrian
891e037addbffff,891e037a12bffff,4.527,3533.705,pedestrian
891e0378e53ffff,891e037ac0fffff,9.99,7811.626,pedestrian
891e037854bffff,891e037ac3bffff,8.211,6478.034,pedestrian
891e0378bbbffff,891e03685dbffff,10.274,7656.823,pedestrian
891e0363517ffff,891e03606afffff,6.361,4821.253,pedestrian
891e0371333ffff,891e0378d6bffff,11.258,8583.788,pedestrian
891e03632bbffff,891e036338fffff,2.75,2071.831,pedestrian
891e037ae6bffff,891e037a847ffff,2.83,2301.222,pedestrian
891e037a303ffff,891e037a173ffff,3.338,2870.735,pedestrian
891e036a0cfffff,891e0378a43ffff,5.006,3826.229,pedestrian
891e03780b7ffff,891e0378087ffff,1.381,1328.295,pedestrian
891e037ab9bffff,891e037ac3bffff,4.143,3181.784,pedestrian
891e036a4cbffff,891e036a42fffff,5.09,3923.793,pedestrian
891e0378c93ffff,891e037ababffff,3.43,2695.73,pedestrian
891e0378ed3ffff,891e0378907ffff,8.139,6306.536,pedestrian
891e037a897ffff,891e03712cbffff,5.494,4335.849,pedestrian
891e0379ca7ffff,891e0378d5bffff,8.146,6194.66,pedestrian
891e03785c7ffff,891e037ae9bffff,3.63,2941.238,pedestrian
891e0378917ffff,891e037ae9bffff,10.947,8556.934,pedestrian
891e037140bffff,891e037116bffff,6.632,4987.331,pedestrian
891e037ac3bffff,891e037aaa3ffff,4.153,3320.777,pedestrian
891e03714bbffff,891e0371cb3ffff,11.646,8878.641,pedestrian
891e0378957ffff,891e0378c8fffff,5.002,3897.289,pedestrian
891e037aeafffff,891e037b597ffff,10.569,9327.466,pedestrian
891e0378067ffff,891e03780bbffff,2.683,2498.92,pedestrian
891e03714b3ffff,891e037a87bffff,12.393,9557.504,pedestrian
891e0371373ffff,891e0371327ffff,1.881,1510.289,pedestrian
