source,target,length,time,costing
891e03783abffff,891e037ac6bffff,8.49,6769.471,pedestrian
891e0378543ffff,891e037854fffff,0.552,445.94,pedestrian
891e036147bffff,891e0361463ffff,0.928,693.914,pedestrian
891e0371e07ffff,891e0371c73ffff,2.013,1529.939,pedestrian
891e0371ed7ffff,891e037116bffff,0.744,604.231,pedestrian
891e036a493ffff,891e0378a67ffff,1.136,969.223,pedestrian
891e037112fffff,891e0371e97ffff,0.464,348.966,pedestrian
891e037adcbffff,891e037ab8bffff,4.739,3646.815,pedestrian
891e03712d3ffff,891e03718b3ffff,11.784,9116.45,pedestrian
891e03626cbffff,891e037aa63ffff,11.216,8636.793,pedestrian
891e037ad77ffff,891e037063bffff,11.111,8353.98,pedestrian
891e037aa73ffff,891e037ae27ffff,3.254,2661.984,pedestrian
891e037992fffff,891e037ae77ffff,11.959,9276.028,pedestrian
891e0345d2bffff,891e037a8dbffff,14.116,11165.034,pedestrian
891e0363193ffff,891e036307bffff,4.596,3496.506,pedestrian
891e037028fffff,891e037ac6fffff,9.472,7399.761,pedestrian
891e037126bffff,891e037a8d3ffff,3.639,2844.623,pedestrian
891e03788a3ffff,891e03788a7ffff,0.611,450.601,pedestrian
891e036335bffff,891e0363343ffff,0.425,338.316,pedestrian
891e037abc3ffff,891e03606c7ffff,10.487,7984.973,pedestrian
891e037ad23ffff,891e037a90bffff,2.621,2005.875,pedestrian
891e0379a53ffff,891e0379acfffff,0.485,409.398,pedestrian
891e037aabbffff,891e037800fffff,7.066,5620.933,pedestrian
891e0378517ffff,891e037a12bffff,3.956,3126.326,pedestrian
891e037a30bffff,891e037acabffff,7.633,6019.978,pedestrian
891e0378107ffff,891e037ae57ffff,4.436,3585.217,pedestrian
891e0378567ffff,891e0378e83ffff,3.901,3159.417,pedestrian
891e037ac07ffff,891e037a2afffff,8.776,7040.566,pedestrian
891e036329bffff,891e037a137ffff,10.433,8017.578,pedestrian
891e036aca3ffff,891e0378c6fffff,11.291,8379.047,pedestrian
891e0363443ffff,891e037ae07ffff,8.07,6129.149,pedestrian
891e036a2abffff,891e037aabbffff,14.265,10909.594,pedestrian
891e0371567ffff,891e037ac6bffff,7.266,5670.892,pedestrian
891e0371e6fffff,891e0361883ffff,21.668,16275.167,pedestrian
891e037ae4bffff,891e0370263ffff,12.254,9491.258,pedestrian
891e0378cbbffff,891e037810fffff,4.146,3248.692,pedestrian
891e037ad8fffff,891e0378c9bffff,7.919,6160.682,pedestrian
891e0362a4bffff,891e0378597ffff,22.17,16756.814,pedestrian
891e03632cfffff,891e0378d37ffff,1.06,806.397,pedestrian
891e0371a63ffff,891e0363447ffff,2.625,1961.028,pedestrian
891e03600c3ffff,891e037aa53ffff,15.103,11578.928,pedestrian
891e0361457ffff,891e037aa67ffff,7.837,6078.744,pedestrian
891e0378977ffff,891e034593bffff,19.011,15167.892,pedestrian
891e0378937ffff,891e036a4b7ffff,4.755,3477.185,pedestrian
891e0371427ffff,891e0378e9bffff,14.5,11336.073,pedestrian
891e037aaabffff,891e036155bffff,10.383,8026.629,pedestrian
891e0361577ffff,891e0378c1bffff,11.212,8530.105,pedestrian
891e036a06bffff,891e037a12bffff,18.016,13845.166,pedestrian
891e0370247ffff,891e0378e9bffff,15.934,12199.766,pedestrian
891e037a397ffff,891e0378d5bffff,9.953,8073.524,pedestrian
891e0378333ffff,891e1cb6d37ffff,9.158,7159.817,pedestrian
891e037ab97ffff,891e037add7ffff,4.416,3351.438,pedestrian
891e037ab5bffff,891e03785bbffff,5.298,4350.139,pedestrian
891e0371873ffff,891e0371847ffff,0.587,459.914,pedestrian
891e037ae67ffff,891e037a8abffff,3.579,2853.985,pedestrian
891e1cb6c27ffff,891e0378397ffff,12.293,9880.863,pedestrian
891e037128bffff,891e037128fffff,0.655,573.54,pedestrian
891e0379d83ffff,891e03614c7ffff,11.874,9123.985,pedestrian
891e037ae23ffff,891e037a367ffff,3.792,3056.958,pedestrian
891e036a4cfffff,891e0360477ffff,17.217,13102.445,pedestrian
891e0378123ffff,891e0378e43ffff,2.537,1970.293,pedestrian
891e0371e83ffff,891e037aa9bffff,8.268,6377.825,pedestrian
891e0379a0fffff,891e0379a03ffff,0.602,543.215,pedestrian
891e03788cfffff,891e036a42fffff,5.455,4130.457,pedestrian
891e037816fffff,891e036223bffff,15.95,12251.833,pedestrian
891e0370217ffff,891e037026fffff,1.859,1420.096,pedestrian
891e0378a27ffff,891e037a873ffff,9.278,7206.015,pedestrian
891e0371b0bffff,891e036366bffff,7.212,5460.067,pedestrian
891e03785c7ffff,891e037ae47ffff,2.996,2479.341,pedestrian
891e0362a43ffff,891e0360023ffff,3.4,2517.614,pedestrian
891e036a067ffff,891e03711c7ffff,23.046,17403.835,pedestrian
891e0371a47ffff,891e0371a0bffff,0.631,469.689,pedestrian
891e037ab2bffff,891e037a81bffff,4.424,3495.869,pedestrian
891e036ac67ffff,891e03614c7ffff,10.258,7757.068,pedestrian
891e0360287ffff,891e03630c7ffff,7.704,5637.531,pedestrian
891e037a1bbffff,891e037a023ffff,2.912,2895.449,pedestrian
891e037988bffff,891e0361003ffff,17.675,13690.21,pedestrian
891e03785a3ffff,891e0371e53ffff,9.004,7208.289,pedestrian
891e03630c7ffff,891e037aacfffff,8.506,6727.63,pedestrian
891e0371a4bffff,891e037ae63ffff,7.073,5582.849,pedestrian
891e037aaabffff,891e0378183ffff,4.117,3610.663,pedestrian
891e037a953ffff,891e037a813ffff,2.326,1801.011,pedestrian
891e0368487ffff,891e036a077ffff,3.21,2473.016,pedestrian
891e0378da7ffff,891e036346bffff,3.943,3016.76,pedestrian
891e0378107ffff,891e037852bffff,2.433,2009.071,pedestrian
891e036a05bffff,891e0371ecfffff,20.151,15490.536,pedestrian
891e037ab23ffff,891e0378c03ffff,4.171,3211.734,pedestrian
891e03798c3ffff,891e037aab3ffff,12.591,9742.68,pedestrian
891e03799bbffff,891e037a843ffff,10.324,7973.485,pedestrian
891e036003bffff,891e037a343ffff,21.237,16568.171,pedestrian
891e037addbffff,891e037acabffff,1.001,750.142,pedestrian
891e0378a4fffff,891e036a3dbffff,7.137,5936.935,pedestrian
891e0371a97ffff,891e0378e5bffff,13.347,10286.379,pedestrian
891e0378507ffff,891e037882fffff,9.787,7723.196,pedestrian
891e0360503ffff,891e037ae2bffff,17.88,13619.924,pedestrian
891e037a96fffff,891e0378547ffff,8.485,6909.869,pedestrian
891e03789cbffff,891e0378533ffff,8.609,6888.104,pedestrian
891e0361ed7ffff,891e0361887ffff,5.381,4180.928,pedestrian
891e036017bffff,891e0378c13ffff,16.786,12640.698,pedestrian
891e0362217ffff,891e0363453ffff,7.491,5666.135,pedestrian
891e037ac67ffff,891e037aa2fffff,4.773,3757.707,pedestrian
891e03785abffff,891e0378543ffff,1.987,1762.732,pedestrian
891e037857bffff,891e03632cfffff,9.549,7536.257,pedestrian
891e036a393ffff,891e036a02bffff,0.559,412.439,pedestrian
891e0371467ffff,891e03780a7ffff,12.228,9623.566,pedestrian
891e0371bc3ffff,891e0371ec3ffff,4.971,3941.047,pedestrian
891e1cb69d7ffff,891e0378c03ffff,14.943,11439.642,pedestrian
891e03636b3ffff,891e036225bffff,5.223,4014.297,pedestrian
891e037836fffff,891e0363183ffff,16.891,12973.088,pedestrian
891e0345d23ffff,891e0378303ffff,16.132,12697.043,pedestrian
891e036319bffff,891e03635abffff,1.964,1524.305,pedestrian
891e036068bffff,891e0363167ffff,1.363,1032.97,pedestrian
891e03789cbffff,891e0378cc3ffff,5.438,4198.479,pedestrian
891e0363667ffff,891e03633dbffff,2.63,2023.803,pedestrian
891e036054fffff,891e037ac3bffff,16.724,12587.976,pedestrian
891e0361053ffff,891e03610cfffff,0.373,271.938,pedestrian
891e0371043ffff,891e037100bffff,0.79,605.712,pedestrian
891e037ad9bffff,891e0378c57ffff,9.06,7023.567,pedestrian
891e037aa0bffff,891e0379abbffff,12.005,9273.574,pedestrian
891e1cb6d73ffff,891e0378507ffff,15.48,12005.991,pedestrian
891e0378047ffff,891e037ab93ffff,9.19,7335.8,pedestrian
891e037ad4bffff,891e0361173ffff,15.104,11355.312,pedestrian
891e037a167ffff,891e037aabbffff,4.246,3397.745,pedestrian
891e036ac8bffff,891e0378e2fffff,12.236,9195.661,pedestrian
891e037ac03ffff,891e0370667ffff,9.081,6964.08,pedestrian
891e037148bffff,891e037ae4bffff,10.552,8133.143,pedestrian
891e0371aa7ffff,891e037a2afffff,14.962,11758.042,pedestrian
891e037136bffff,891e037aa6fffff,7.737,6137.279,pedestrian
891e037812bffff,891e0371a13ffff,10.2,7977.382,pedestrian
891e037a9b7ffff,891e0371a7bffff,0.435,336.85,pedestrian
891e037a9a7ffff,891e037119bffff,8.819,6790.437,pedestrian
891e037ababffff,891e037ab17ffff,0.465,397.116,pedestrian
891e037aa63ffff,891e037a80fffff,3.729,2949.707,pedestrian
891e0371013ffff,891e037108bffff,0.505,376.395,pedestrian
891e037116fffff,891e0371313ffff,2.252,1746.077,pedestrian
891e03711c7ffff,891e0371163ffff,1.871,1416.697,pedestrian
891e0361283ffff,891e037aa77ffff,10.685,8146.623,pedestrian
891e03634b7ffff,891e0378cd3ffff,9.434,7254.442,pedestrian
891e037ababffff,891e037aabbffff,3.344,2603.002,pedestrian
891e0379c2bffff,891e0378c43ffff,8.649,6637.578,pedestrian
891e036349bffff,891e0378503ffff,10.703,8441.161,pedestrian
891e0370273ffff,891e037aad7ffff,12.002,9327.963,pedestrian
891e036a4afffff,891e036165bffff,2.92,2187.797,pedestrian
891e037a503ffff,891e037a187ffff,2.389,2115.557,pedestrian
891e037117bffff,891e0371317ffff,1.731,1325.663,pedestrian
891e0378173ffff,891e037aabbffff,4.568,3614.362,pedestrian
891e0360523ffff,891e0360537ffff,0.629,485.634,pedestrian
891e036a087ffff,891e037aab7ffff,11.816,8964.596,pedestrian
891e037134bffff,891e037a87bffff,5.232,4069.229,pedestrian
891e037aba3ffff,891e037aac7ffff,4.926,3856.223,pedestrian
891e0361473ffff,891e037ae73ffff,12.04,9409.132,pedestrian
891e037aacfffff,891e037a86fffff,2.94,2424.443,pedestrian
891e036a583ffff,891e037abd7ffff,10.413,7855.437,pedestrian
891e036345bffff,891e0363443ffff,0.448,327.901,pedestrian
891e036028bffff,891e037a913ffff,12.535,9327.025,pedestrian
891e037a333ffff,891e03785bbffff,2.262,1933.944,pedestrian
891e0378563ffff,891e037812bffff,3.037,2512.613,pedestrian
891e0344bbbffff,891e037a8d3ffff,9.221,7170.52,pedestrian
891e0371a8bffff,891e0378c7bffff,10.287,8021.754,pedestrian
891e0378803ffff,891e0378153ffff,6.512,5002.374,pedestrian
891e037a997ffff,891e0361117ffff,13.575,10381.202,pedestrian
891e0371a73ffff,891e037a3d3ffff,13.698,10765.554,pedestrian
891e0378037ffff,891e0378c8fffff,5.086,4014.071,pedestrian
891e0378cd7ffff,891e0378543ffff,5.165,4183.645,pedestrian
891e03610c7ffff,891e037a9cbffff,10.93,8290.882,pedestrian
891e037815bffff,891e0378143ffff,0.403,318.236,pedestrian
891e0378577ffff,891e037aa47ffff,2.226,1750.124,pedestrian
891e037b54bffff,891e037a173ffff,10.733,9702.89,pedestrian
891e03782d3ffff,891e037ac0fffff,12.387,10029.026,pedestrian
891e037ad2fffff,891e03633a7ffff,9.344,7005.661,pedestrian
891e037803bffff,891e03781cbffff,1.678,1302.565,pedestrian
891e037addbffff,891e0378dcfffff,7.834,5990.964,pedestrian
891e037853bffff,891e037ae07ffff,3.5,2858.828,pedestrian
891e037a22bffff,891e037aacbffff,5.735,4670.166,pedestrian
891e037aa07ffff,891e037ac63ffff,4.122,3366.754,pedestrian
891e037124fffff,891e0371b5bffff,10.948,8442.415,pedestrian
891e036a39bffff,891e036a00fffff,1.273,981.857,pedestrian
891e037833bffff,891e037aa07ffff,6.056,4808.575,pedestrian
891e036a4afffff,891e03783afffff,9.285,7078.671,pedestrian
891e036100fffff,891e037ae2fffff,12.82,9949.424,pedestrian
891e03784a3ffff,891e037a84fffff,6.405,5341.884,pedestrian
891e037aac3ffff,891e037aacfffff,0.463,397.667,pedestrian
891e03635bbffff,891e0378513ffff,14.11,11037.744,pedestrian
891e037b127ffff,891e037854bffff,3.654,3288.756,pedestrian
891e0363217ffff,891e037ad8fffff,10.27,7868.297,pedestrian
891e03785d3ffff,891e03785c7ffff,1.046,861.878,pedestrian
891e0371c83ffff,891e037acabffff,7.558,5825.948,pedestrian
891e037a9dbffff,891e036a42fffff,13.623,10333.554,pedestrian
891e037107bffff,891e037acabffff,5.006,3839.447,pedestrian
891e0360613ffff,891e036068bffff,0.45,337.575,pedestrian
891e036228fffff,891e036340fffff,6.036,4546.42,pedestrian
891e036164fffff,891e03799afffff,6.777,5161.016,pedestrian
891e03716b7ffff,891e037aa83ffff,10.221,7921.518,pedestrian
891e0371a6fffff,891e037aa77ffff,7.133,5548.093,pedestrian
891e0371047ffff,891e0371203ffff,2.473,1903.809,pedestrian
891e0371e9bffff,891e037ae33ffff,7.467,5760.548,pedestrian
891e037aaabffff,891e03780a7ffff,4.602,3769.688,pedestrian
891e037aa7bffff,891e037ab97ffff,3.947,3102.207,pedestrian
891e03636a7ffff,891e037a883ffff,6.454,4756.766,pedestrian
891e037a8dbffff,891e037aa57ffff,3.375,2771.44,pedestrian
891e037a223ffff,891e037aa43ffff,5.969,4789.546,pedestrian
891e037a327ffff,891e037812fffff,5.825,4656.729,pedestrian
891e037a4cbffff,891e037aed7ffff,7.803,6709.503,pedestrian
891e037819bffff,891e037ae6fffff,3.683,3043.739,pedestrian
891e0371eb7ffff,891e037806fffff,15.934,12451.188,pedestrian
891e037a1b7ffff,891e03788b7ffff,11.554,9023.03,pedestrian
891e0378477ffff,891e037840fffff,0.719,756.671,pedestrian
891e037a867ffff,891e037131bffff,6.508,4967.556,pedestrian
891e03713a7ffff,891e0379997ffff,16.623,12811.779,pedestrian
891e0371a97ffff,891e0371a2fffff,2.638,2064.318,pedestrian
891e037a843ffff,891e0378197ffff,3.813,3179.045,pedestrian
891e037a923ffff,891e037aa43ffff,6.737,5372.264,pedestrian
891e037125bffff,891e037a2b7ffff,5.852,5242.853,pedestrian
891e03782a3ffff,891e0378c17ffff,7.628,5896.767,pedestrian
891e037a1abffff,891e037850bffff,5.584,4509.247,pedestrian
891e037acbbffff,891e0378c93ffff,6.654,5281.452,pedestrian
891e036105bffff,891e03713b7ffff,17.353,13122.107,pedestrian
891e03784afffff,891e0378c33ffff,7.767,6204.149,pedestrian
891e0345d77ffff,891e0345d67ffff,0.368,282.15,pedestrian
891e037a00bffff,891e037a6afffff,2.547,2334.746,pedestrian
891e037112fffff,891e0378c97ffff,10.914,8340.85,pedestrian
891e037aba3ffff,891e037980fffff,13.4,10413.259,pedestrian
891e0363207ffff,891e03632a7ffff,1.269,966.904,pedestrian
891e037ae07ffff,891e037ae0bffff,0.902,739.902,pedestrian
891e0371c73ffff,891e0378c97ffff,11.313,8709.99,pedestrian
891e03632cbffff,891e037a953ffff,4.76,3596.093,pedestrian
891e0379923ffff,891e0378c97ffff,8.631,6669.979,pedestrian
891e037aa4fffff,891e036155bffff,11.164,8687.259,pedestrian
891e037aa87ffff,891e037aa4fffff,2.437,2014.054,pedestrian
891e037adc7ffff,891e037aac3ffff,5.918,4611.107,pedestrian
891e0363223ffff,891e037ac77ffff,10.0,7600.761,pedestrian
891e036132fffff,891e0378da3ffff,11.287,8566.014,pedestrian
891e037ac23ffff,891e037ae63ffff,4.153,3289.566,pedestrian
891e0362063ffff,891e037812fffff,16.103,12332.225,pedestrian
891e0378c9bffff,891e037116bffff,10.143,7814.702,pedestrian
891e037127bffff,891e037ae4fffff,4.438,3382.386,pedestrian
891e036142fffff,891e037abb3ffff,8.636,6508.245,pedestrian
891e037a5a3ffff,891e037aa87ffff,7.645,6070.183,pedestrian
891e0371acfffff,891e0361eafffff,17.33,12926.595,pedestrian
891e037aa97ffff,891e0378c9bffff,2.659,2123.593,pedestrian
891e036105bffff,891e037128bffff,18.739,14381.265,pedestrian
891e0378a7bffff,891e037ae57ffff,10.427,8242.434,pedestrian
891e037ae43ffff,891e0373363ffff,11.138,8460.491,pedestrian
891e036ac1bffff,891e03681d7ffff,8.26,6068.189,pedestrian
891e037aa0bffff,891e037b14fffff,10.267,9576.774,pedestrian
891e037853bffff,891e037aa13ffff,2.621,2164.614,pedestrian
891e037ab4bffff,891e0378cbbffff,1.084,899.992,pedestrian
891e0371e23ffff,891e0378cabffff,10.22,7853.877,pedestrian
891e036356fffff,891e0379a43ffff,22.889,17456.496,pedestrian
891e037aa03ffff,891e0361e37ffff,17.66,13352.591,pedestrian
891e036ac53ffff,891e0378e83ffff,12.542,9468.724,pedestrian
891e0378b5bffff,891e036121bffff,6.332,4784.937,pedestrian
891e037a863ffff,891e037a993ffff,3.565,2792.858,pedestrian
891e0378c73ffff,891e03781cbffff,4.727,3786.725,pedestrian
891e0378583ffff,891e037aa9bffff,3.443,2800.354,pedestrian
891e0361077ffff,891e0378517ffff,14.416,11248.594,pedestrian
891e0379acbffff,891e037812fffff,10.96,8508.716,pedestrian
891e037ac7bffff,891e037ac03ffff,1.237,1013.941,pedestrian
891e037aa87ffff,891e03781b7ffff,2.883,2249.296,pedestrian
891e037ab5bffff,891e034593bffff,13.601,11004.718,pedestrian
891e037ac7bffff,891e037a86fffff,3.411,2729.484,pedestrian
891e0378dcbffff,891e037aa9bffff,4.877,3803.96,pedestrian
891e0361547ffff,891e0378507ffff,14.377,11133.061,pedestrian
891e037ae3bffff,891e037ac77ffff,2.386,1844.736,pedestrian
891e037a1c7ffff,891e037a123ffff,1.857,1583.871,pedestrian
891e037aaa3ffff,891e037a9d7ffff,3.808,2978.344,pedestrian
891e037aa87ffff,891e0378c1bffff,3.285,2607.225,pedestrian
891e0371397ffff,891e03785c7ffff,10.05,7966.841,pedestrian
891e037983bffff,891e037858bffff,9.957,7859.57,pedestrian
891e037a933ffff,891e037a94fffff,1.821,1388.37,pedestrian
891e036a607ffff,891e0378b4fffff,6.061,4619.104,pedestrian
891e0360ea3ffff,891e037ae4bffff,23.608,18185.867,pedestrian
891e037ac2bffff,891e037ae5bffff,4.941,3905.452,pedestrian
891e037a9b7ffff,891e036228bffff,7.664,5815.414,pedestrian
891e0361453ffff,891e03712d3ffff,16.441,12612.36,pedestrian
891e03798b7ffff,891e03783a7ffff,4.448,3578.489,pedestrian
891e036005bffff,891e0378103ffff,16.317,12454.055,pedestrian
891e037aa97ffff,891e0378127ffff,4.267,3376.851,pedestrian
891e0378503ffff,891e037b147ffff,7.786,7556.354,pedestrian
891e037ab2fffff,891e0361413ffff,5.765,4385.02,pedestrian
891e03781b3ffff,891e037aa33ffff,2.678,2122.432,pedestrian
891e0361083ffff,891e036108bffff,0.398,301.074,pedestrian
891e037ac7bffff,891e037aa17ffff,3.627,2857.032,pedestrian
891e037aecbffff,891e037ac6bffff,3.448,2785.207,pedestrian
891e0361673ffff,891e03614c7ffff,4.599,3519.351,pedestrian
891e037a113ffff,891e0361097ffff,16.557,12782.975,pedestrian
891e0379dc7ffff,891e0379cd3ffff,3.946,3045.593,pedestrian
891e036001bffff,891e0361213ffff,11.512,8725.344,pedestrian
891e037a8c3ffff,891e0378cd7ffff,4.703,3703.541,pedestrian
891e036a06fffff,891e036a56fffff,3.484,2662.579,pedestrian
891e037ad53ffff,891e037817bffff,9.514,7373.933,pedestrian
891e03636dbffff,891e037aa3bffff,3.574,2902.228,pedestrian
891e0371e37ffff,891e037ae4fffff,10.921,8315.896,pedestrian
891e036a063ffff,891e03616afffff,7.412,5604.143,pedestrian
891e037aac7ffff,891e037ae77ffff,1.587,1311.898,pedestrian
891e037ad27ffff,891e0371acbffff,0.558,414.541,pedestrian
891e0360127ffff,891e0360073ffff,4.738,3602.437,pedestrian
891e037187bffff,891e0378c6fffff,11.358,8759.41,pedestrian
891e037a303ffff,891e037121bffff,6.798,5516.934,pedestrian
891e036a69bffff,891e0378b53ffff,4.807,3760.108,pedestrian
891e037add7ffff,891e037114fffff,2.954,2241.481,pedestrian
891e0378b47ffff,891e03616d7ffff,2.995,2209.693,pedestrian
891e03634dbffff,891e037a907ffff,1.283,948.315,pedestrian
891e0378283ffff,891e0378c4bffff,7.495,5882.297,pedestrian
891e037850fffff,891e037aa53ffff,2.628,2114.5,pedestrian
891e0378cd3ffff,891e037aa0fffff,1.719,1322.392,pedestrian
891e037a84fffff,891e0361413ffff,9.071,7028.961,pedestrian
891e03626cbffff,891e037ae9bffff,14.61,11125.077,pedestrian
891e037a53bffff,891e037ae1bffff,5.26,4167.094,pedestrian
891e0363577ffff,891e0378d5bffff,9.291,7027.029,pedestrian
891e036366fffff,891e037aa0fffff,6.031,4629.803,pedestrian
891e037aa63ffff,891e0378187ffff,2.781,2584.963,pedestrian
891e037a12bffff,891e037a02bffff,3.015,2833.631,pedestrian
891e03714b3ffff,891e037aac3ffff,12.087,9428.266,pedestrian
891e0363433ffff,891e03785b3ffff,11.457,9140.793,pedestrian
891e037ae33ffff,891e03785bbffff,3.617,3015.037,pedestrian
891e0371aa3ffff,891e037a98bffff,3.601,2744.121,pedestrian
891e0363353ffff,891e03633cbffff,0.497,353.382,pedestrian
891e0378963ffff,891e0378973ffff,0.457,353.599,pedestrian
891e0378537ffff,891e0361883ffff,21.234,16591.152,pedestrian
891e0378cc7ffff,891e0378327ffff,4.223,3195.803,pedestrian
891e037a187ffff,891e0378e83ffff,9.199,7208.911,pedestrian
891e037184bffff,891e0371873ffff,1.491,1250.661,pedestrian
891e0371287ffff,891e037a123ffff,3.497,2706.096,pedestrian
891e037a3a3ffff,891e037896fffff,13.085,10327.781,pedestrian
891e036308bffff,891e0379947ffff,15.582,11874.391,pedestrian
891e0378c07ffff,891e037aab7ffff,3.731,2871.662,pedestrian
891e037895bffff,891e0378c47ffff,4.448,3317.156,pedestrian
891e0371853ffff,891e037185bffff,0.609,495.877,pedestrian
891e03603cbffff,891e03636abffff,10.541,7949.838,pedestrian
891e03610c7ffff,891e037aa67ffff,9.464,7326.714,pedestrian
891e0370633ffff,891e037b147ffff,22.756,19286.083,pedestrian
891e037aac7ffff,891e037aa97ffff,1.34,1084.885,pedestrian
891e036ad9bffff,891e0378dabffff,11.007,8415.785,pedestrian
891e037a327ffff,891e0378c8bffff,6.175,4958.566,pedestrian
891e0363593ffff,891e037a123ffff,12.976,9923.932,pedestrian
891e0363223ffff,891e0371e3bffff,10.97,8257.288,pedestrian
891e036116fffff,891e0361237ffff,4.153,3128.645,pedestrian
891e0378a7bffff,891e0378c6bffff,4.34,3371.192,pedestrian
891e0378c8bffff,891e0378c07ffff,1.103,849.814,pedestrian
891e0378bc3ffff,891e0361273ffff,7.088,5350.328,pedestrian
891e036a437ffff,891e036164bffff,2.488,1827.447,pedestrian
891e037811bffff,891e0371a47ffff,9.61,7521.225,pedestrian
891e037134fffff,891e03712d3ffff,5.892,4511.947,pedestrian
891e0363223ffff,891e0360027ffff,9.147,6837.288,pedestrian
891e036104bffff,891e037a167ffff,15.842,12354.558,pedestrian
891e037a8bbffff,891e0371a07ffff,5.327,4044.02,pedestrian
891e03783b7ffff,891e0379b9bffff,7.067,5544.047,pedestrian
891e037120fffff,891e037aa87ffff,7.47,5859.513,pedestrian
891e1cb69b7ffff,891e037aea3ffff,17.063,13268.179,pedestrian
891e03632c3ffff,891e037ac03ffff,9.057,6957.387,pedestrian
891e037a02fffff,891e037a8c7ffff,6.381,5247.351,pedestrian
891e0378c2bffff,891e0378c3bffff,1.003,772.058,pedestrian
891e037136bffff,891e03785c7ffff,8.169,6566.874,pedestrian
891e036042fffff,891e037166fffff,21.31,16051.479,pedestrian
891e037aa03ffff,891e0378ecbffff,5.09,4002.3,pedestrian
891e037815bffff,891e037a87bffff,6.372,5037.078,pedestrian
891e037ac23ffff,891e037ab1bffff,5.713,4470.747,pedestrian
891e0371853ffff,891e03713a3ffff,4.432,3401.72,pedestrian
891e036ad87ffff,891e0378c8bffff,14.073,10766.975,pedestrian
891e0379d1bffff,891e037ae53ffff,9.303,7414.122,pedestrian
891e037832bffff,891e0378d9bffff,7.875,6157.191,pedestrian
891e037a853ffff,891e037ab5bffff,3.063,2405.54,pedestrian
891e036a4d3ffff,891e0378933ffff,6.933,5391.457,pedestrian
891e037a503ffff,891e037334fffff,7.459,5892.438,pedestrian
891e03714b3ffff,891e037a18fffff,7.816,5908.437,pedestrian
891e036348bffff,891e037812bffff,9.852,7592.682,pedestrian
891e037aa07ffff,891e0378d93ffff,3.367,2708.655,pedestrian
891e03714b3ffff,891e037aa0bffff,13.115,10271.232,pedestrian
891e0379d63ffff,891e037ae5bffff,9.635,7696.255,pedestrian
891e0378da7ffff,891e037aa33ffff,5.043,3875.353,pedestrian
891e03780c3ffff,891e037a217ffff,6.995,5854.07,pedestrian
891e0378407ffff,891e0378097ffff,1.789,1544.783,pedestrian
891e036028fffff,891e036112bffff,5.126,3817.595,pedestrian
891e037a14fffff,891e03712d7ffff,5.359,4321.691,pedestrian
891e0363487ffff,891e037aaa7ffff,7.228,5528.976,pedestrian
891e037aa03ffff,891e037a3a3ffff,5.132,4432.808,pedestrian
891e0379933ffff,891e036a097ffff,5.662,4335.397,pedestrian
891e036160fffff,891e0361677ffff,0.46,331.395,pedestrian
891e037a967ffff,891e037a84bffff,5.248,4043.482,pedestrian
891e0363217ffff,891e037ab53ffff,5.785,4540.61,pedestrian
891e0371e13ffff,891e037aedbffff,10.154,8095.845,pedestrian
891e037838fffff,891e037a2b7ffff,8.247,6620.321,pedestrian
891e037aa23ffff,891e037ac3bffff,5.34,4128.272,pedestrian
891e036160bffff,891e0378c8bffff,7.824,6005.459,pedestrian
891e037a8c7ffff,891e037a13bffff,4.916,3893.573,pedestrian
891e0378c8bffff,891e03632afffff,7.524,5945.734,pedestrian
891e0361023ffff,891e0361053ffff,2.509,1876.337,pedestrian
891e036a4afffff,891e03783a7ffff,8.884,6807.574,pedestrian
891e0378563ffff,891e0378c4bffff,4.524,3614.781,pedestrian
891e0370217ffff,891e0371117ffff,3.184,2495.328,pedestrian
891e037a2c7ffff,891e037a62fffff,2.613,2477.132,pedestrian
891e0362603ffff,891e0371c4bffff,8.073,6099.252,pedestrian
891e037a30bffff,891e0378417ffff,2.902,3237.691,pedestrian
891e0363353ffff,891e036a1a7ffff,9.303,7191.284,pedestrian
891e03636a7ffff,891e037b117ffff,15.604,13775.839,pedestrian
891e0373363ffff,891e0373373ffff,0.438,350.063,pedestrian
891e037aa83ffff,891e037a867ffff,2.662,2046.676,pedestrian
891e0378d93ffff,891e037aca7ffff,6.891,5284.938,pedestrian
891e0360573ffff,891e036040fffff,2.879,2241.354,pedestrian
891e037ac13ffff,891e036a42fffff,14.987,11603.362,pedestrian
891e037aa47ffff,891e03781abffff,1.769,1404.041,pedestrian
891e037ab43ffff,891e0379833ffff,10.196,7911.105,pedestrian
891e037ae4fffff,891e037a8c7ffff,4.075,3232.481,pedestrian
891e03636afffff,891e03636dbffff,2.383,1792.307,pedestrian
891e036321bffff,891e036323bffff,1.247,955.812,pedestrian
891e0371027ffff,891e03784d3ffff,15.186,12942.042,pedestrian
891e036a58fffff,891e0363087ffff,11.635,8849.42,pedestrian
891e037860fffff,891e0378eb7ffff,8.997,7043.611,pedestrian
891e0378cc7ffff,891e0378d4bffff,2.897,2252.658,pedestrian
891e0379117ffff,891e0379103ffff,0.501,438.418,pedestrian
891e037ac2fffff,891e037abafffff,4.282,3259.824,pedestrian
891e034594fffff,891e0378543ffff,9.957,8032.984,pedestrian
891e037aac7ffff,891e037aa3bffff,1.596,1272.842,pedestrian
891e037ad4fffff,891e037a3bbffff,7.246,6031.192,pedestrian
891e0363283ffff,891e037a903ffff,5.463,4127.694,pedestrian
