source,target,length,time,costing
891e037a9b3ffff,891e037a843ffff,5.496,473.119,auto
891e0378147ffff,891e037aa8fffff,5.23,501.526,auto
891e03602abffff,891e036000fffff,2.334,194.554,auto
891e0378babffff,891e0378d53ffff,7.135,487.829,auto
891e037ad5bffff,891e0378c87ffff,9.424,680.437,auto
891e03632abffff,891e03614afffff,3.026,299.465,auto
891e037acdbffff,891e037ac47ffff,3.101,241.968,auto
891e0360007ffff,891e0378c27ffff,15.032,1134.908,auto
891e0379acbffff,891e03616b7ffff,25.365,1209.327,auto
891e037a8c3ffff,891e0361117ffff,17.569,1126.145,auto
891e0379c93ffff,891e037aa0fffff,9.168,620.761,auto
891e03785c7ffff,891e037134fffff,8.287,652.579,auto
891e037aecfffff,891e0378993ffff,12.571,1020.197,auto
891e03791afffff,891e0371273ffff,14.802,1249.027,auto
891e037aa2fffff,891e0378993ffff,6.423,564.103,auto
891e037b5d3ffff,891e037ae67ffff,11.934,976.54,auto
891e0378cc3ffff,891e037a36fffff,7.201,588.564,auto
891e03783a3ffff,891e037832bffff,1.859,207.109,auto
891e036018bffff,891e0360117ffff,1.417,498.974,auto
891e037a267ffff,891e03781b7ffff,7.604,642.902,auto
891e03635dbffff,891e036351bffff,1.403,150.596,auto
891e0360113ffff,891e03601bbffff,0.671,53.222,auto
891e037ad53ffff,891e0363313ffff,13.207,1122.59,auto
891e0361483ffff,891e0379cb3ffff,14.725,1043.634,auto
891e0378503ffff,891e0378597ffff,1.58,128.076,auto
891e03713abffff,891e0378e83ffff,14.347,946.251,auto
891e0378b57ffff,891e036a42fffff,3.244,213.149,auto
891e036a6d3ffff,891e037996bffff,0.515,60.021,auto
891e037aaafffff,891e037a907ffff,6.161,472.468,auto
891e0378b3bffff,891e0363173ffff,11.327,2024.51,auto
891e0378583ffff,891e037882fffff,12.492,1091.114,auto
891e036261bffff,891e036319bffff,6.902,595.756,auto
891e037a1abffff,891e037aa9bffff,5.989,448.907,auto
891e0378c9bffff,891e036366bffff,6.684,537.658,auto
891e03610d3ffff,891e0361017ffff,1.705,157.507,auto
891e0378cdbffff,891e0371b5bffff,10.901,906.305,auto
891e037aaa3ffff,891e0378c93ffff,2.885,302.981,auto
891e037ad67ffff,891e037ad77ffff,5.262,341.363,auto
891e03626c7ffff,891e03636a3ffff,6.25,546.245,auto
891e0361003ffff,891e03783a7ffff,12.021,882.154,auto
891e037a91bffff,891e036339bffff,7.441,585.98,auto
891e036352bffff,891e0361883ffff,30.038,1440.078,auto
891e03798c3ffff,891e037aa53ffff,13.16,963.834,auto
891e0362607ffff,891e037ab6bffff,11.182,832.287,auto
891e0363407ffff,891e0378513ffff,13.043,1008.573,auto
891e1cb6983ffff,891e03781b7ffff,16.1,1052.001,auto
891e037a897ffff,891e03713bbffff,5.69,416.04,auto
891e0378337ffff,891e037a947ffff,10.142,658.043,auto
891e037a5a7ffff,891e037aa63ffff,10.567,818.132,auto
891e03786abffff,891e037aa6fffff,10.266,781.361,auto
891e0378317ffff,891e037801bffff,6.091,561.885,auto
891e03788a3ffff,891e0378913ffff,3.747,268.85,auto
891e0379dc3ffff,891e037813bffff,5.141,405.93,auto
891e0379dbbffff,891e03781b7ffff,7.955,601.572,auto
891e0379c87ffff,891e037a2b3ffff,11.467,837.535,auto
891e036ac13ffff,891e036148bffff,9.339,776.108,auto
891e0378487ffff,891e037aa73ffff,7.561,610.471,auto
891e03610c3ffff,891e03783abffff,12.246,891.394,auto
891e037a993ffff,891e037ae67ffff,8.011,593.099,auto
891e03632b3ffff,891e037aa87ffff,8.578,629.098,auto
891e03781cbffff,891e037ae43ffff,5.122,456.217,auto
891e037a227ffff,891e037a163ffff,5.113,407.494,auto
891e036261bffff,891e0363457ffff,4.813,398.803,auto
891e037aa97ffff,891e0371473ffff,10.437,698.519,auto
891e036329bffff,891e0378a73ffff,10.231,709.975,auto
891e036a69bffff,891e0379933ffff,1.544,176.355,auto
891e0378c07ffff,891e0378ac7ffff,4.902,368.145,auto
891e037adc7ffff,891e037ac73ffff,3.627,303.09,auto
891e0361e87ffff,891e0361cbbffff,5.248,773.912,auto
891e036345bffff,891e037aa57ffff,6.718,553.647,auto
891e03780dbffff,891e037a28bffff,8.009,750.319,auto
891e037118fffff,891e03712b3ffff,11.675,794.097,auto
891e036a3c3ffff,891e0378367ffff,15.118,943.89,auto
891e036160bffff,891e0378923ffff,3.42,332.801,auto
891e037a10fffff,891e0363603ffff,12.439,967.321,auto
891e037ab83ffff,891e037ab93ffff,0.362,55.358,auto
891e03713b3ffff,891e037a903ffff,8.751,584.631,auto
891e03714a3ffff,891e037a3cfffff,11.77,811.214,auto
891e0361427ffff,891e0361413ffff,1.809,162.225,auto
891e037ad4bffff,891e037a28fffff,11.382,879.931,auto
891e037ae6bffff,891e037a273ffff,7.773,631.621,auto
891e0378a6bffff,891e037851bffff,13.443,997.805,auto
891e037aa8fffff,891e0378c9bffff,3.017,272.27,auto
891e037898bffff,891e0378513ffff,10.622,766.581,auto
891e0378cd7ffff,891e037aa13ffff,4.153,339.617,auto
891e0363433ffff,891e0363423ffff,0.755,84.78,auto
891e036346bffff,891e0378c2fffff,6.946,521.107,auto
891e036304fffff,891e036307bffff,0.608,93.963,auto
891e037aaabffff,891e03710d7ffff,15.048,947.72,auto
891e0363463ffff,891e0378037ffff,11.794,892.34,auto
891e037ab53ffff,891e0378c53ffff,3.502,353.555,auto
891e0378d63ffff,891e03789b7ffff,3.125,283.766,auto
891e037334bffff,891e0371097ffff,3.442,301.319,auto
891e03606abffff,891e0378597ffff,17.684,1353.777,auto
891e036a053ffff,891e0378cc3ffff,11.329,894.85,auto
891e036a603ffff,891e037986fffff,12.357,863.603,auto
891e037aa97ffff,891e037a91bffff,6.366,460.842,auto
891e0378337ffff,891e037881bffff,5.42,460.871,auto
891e0371b3bffff,891e037a833ffff,10.17,626.439,auto
891e03702abffff,891e037116bffff,4.995,466.027,auto
891e0378c93ffff,891e0379a13ffff,17.101,1296.014,auto
891e036308fffff,891e036302bffff,3.306,307.976,auto
891e0360577ffff,891e036340fffff,12.663,999.527,auto
891e037020fffff,891e037ae23ffff,11.472,843.72,auto
891e0378397ffff,891e0361133ffff,18.912,1218.515,auto
891e036ad17ffff,891e036ad03ffff,0.355,50.271,auto
891e0371107ffff,891e0378583ffff,13.516,1073.109,auto
891e0378163ffff,891e03781cbffff,2.311,198.643,auto
891e037aaafffff,891e037aab7ffff,1.112,112.894,auto
891e0371207ffff,891e037120fffff,1.569,165.674,auto
891e0378c8fffff,891e037854fffff,6.291,569.338,auto
891e037a3dbffff,891e0378c1bffff,8.469,671.097,auto
891e0378153ffff,891e0378cd7ffff,4.176,331.357,auto
891e0379c2fffff,891e037ae4bffff,10.451,816.174,auto
891e0371847ffff,891e0371c33ffff,5.028,316.421,auto
891e03785bbffff,891e037aa8bffff,4.572,437.729,auto
891e1cb6d07ffff,891e1cb6983ffff,3.317,310.397,auto
891e036a6afffff,891e0378c37ffff,11.063,845.1,auto
891e0378163ffff,891e037ae4bffff,6.456,511.828,auto
891e0344acbffff,891e037a65bffff,7.084,698.379,auto
891e0378cd7ffff,891e036adc3ffff,15.655,1065.661,auto
891e03608dbffff,891e0361e93ffff,17.212,867.899,auto
891e1cb6ca7ffff,891e037999bffff,16.161,1089.582,auto
891e036344fffff,891e0378c97ffff,7.147,550.611,auto
891e037899bffff,891e037184fffff,14.304,921.715,auto
891e036addbffff,891e03610d7ffff,6.57,567.881,auto
891e037896bffff,891e037897bffff,0.38,45.482,auto
891e0379a17ffff,891e0379a8bffff,1.763,633.27,auto
891e03785abffff,891e03785bbffff,0.36,43.836,auto
891e036104fffff,891e0378ddbffff,11.312,773.598,auto
891e0371e4bffff,891e037817bffff,14.839,992.241,auto
891e03612b7ffff,891e0360853ffff,31.463,1270.503,auto
891e0379d83ffff,891e037a157ffff,11.984,902.669,auto
891e0371e73ffff,891e0371347ffff,8.116,487.366,auto
891e0363693ffff,891e03636dbffff,1.62,162.123,auto
891e037829bffff,891e037ae4fffff,7.422,678.816,auto
891e03610c3ffff,891e036325bffff,5.342,436.764,auto
891e0363663ffff,891e037ae67ffff,9.302,769.146,auto
891e0371e93ffff,891e0371a23ffff,6.282,548.965,auto
891e0371c53ffff,891e0371e07ffff,2.512,243.891,auto
891e0371e8bffff,891e0378c8bffff,13.702,919.122,auto
891e036add7ffff,891e03614cfffff,9.46,773.089,auto
891e037add3ffff,891e037a963ffff,5.79,455.472,auto
891e0361083ffff,891e03616afffff,2.301,228.752,auto
891e0360eb7ffff,891e037a88bffff,33.752,1512.282,auto
891e0361287ffff,891e037812fffff,12.558,826.691,auto
891e036153bffff,891e037a85bffff,15.565,1413.332,auto
891e037ab33ffff,891e037a843ffff,4.5,401.834,auto
891e03632cfffff,891e0371a23ffff,9.076,728.002,auto
891e037ab33ffff,891e037ab9bffff,2.225,193.228,auto
891e0378d67ffff,891e037812fffff,5.891,444.122,auto
891e03632cfffff,891e036321bffff,0.43,41.425,auto
891e037ad8bffff,891e037aabbffff,9.65,686.414,auto
891e0379e27ffff,891e0379d4fffff,5.025,383.275,auto
891e03603b7ffff,891e037aa63ffff,18.764,1446.975,auto
891e0361457ffff,891e037ab07ffff,7.399,609.219,auto
891e037ad4bffff,891e037ae23ffff,4.387,358.342,auto
891e037116bffff,891e037a8cfffff,7.344,572.426,auto
891e037184bffff,891e037aa87ffff,7.974,550.803,auto
891e0378573ffff,891e037aed3ffff,4.241,401.339,auto
891e036a897ffff,891e0371217ffff,24.074,1592.196,auto
891e037abcbffff,891e037918fffff,12.587,946.877,auto
891e0360623ffff,891e037a827ffff,13.231,983.054,auto
891e036a52bffff,891e036a523ffff,1.126,139.104,auto
891e0363247ffff,891e037aa57ffff,8.481,708.21,auto
891e0378c57ffff,891e0378e97ffff,2.951,260.416,auto
891e037ae3bffff,891e037a80bffff,3.121,261.15,auto
891e037a1a3ffff,891e0378593ffff,4.508,359.449,auto
891e037aa3bffff,891e037aa6bffff,2.381,246.892,auto
891e0371a23ffff,891e037ab43ffff,9.338,755.866,auto
891e0378377ffff,891e03783a7ffff,3.218,272.501,auto
891e037aa87ffff,891e0378d43ffff,5.759,476.743,auto
891e0371aafffff,891e0378ccfffff,17.467,1120.17,auto
891e037803bffff,891e0378547ffff,5.842,517.913,auto
891e036a437ffff,891e0361433ffff,11.229,816.034,auto
891e0378c9bffff,891e0371c0fffff,16.97,1050.191,auto
891e037a343ffff,891e037b5d7ffff,7.253,573.972,auto
891e036154bffff,891e037a917ffff,12.959,1046.466,auto
891e0361033ffff,891e037aa43ffff,13.335,1077.539,auto
891e0378c33ffff,891e037a8d3ffff,9.614,615.647,auto
891e037aa73ffff,891e037a80fffff,4.604,406.806,auto
891e0361697ffff,891e037aa8bffff,10.181,848.254,auto
891e0344a57ffff,891e03785b3ffff,12.043,1013.998,auto
891e037a193ffff,891e0378c77ffff,13.514,876.18,auto
891e0371083ffff,891e036366bffff,16.774,1072.546,auto
891e0371053ffff,891e037ae23ffff,11.108,780.779,auto
891e037aacfffff,891e037ac3bffff,4.538,395.317,auto
891e037ae2bffff,891e0361883ffff,45.453,2019.694,auto
891e0368583ffff,891e037adcfffff,24.39,2058.014,auto
891e0378a63ffff,891e0378c8bffff,6.997,570.857,auto
891e0371ecbffff,891e0371137ffff,3.462,381.689,auto
891e037a95bffff,891e0378303ffff,12.046,773.529,auto
891e0379a43ffff,891e037a34fffff,16.7,1155.408,auto
891e03712cbffff,891e037a537ffff,0.802,215.734,auto
891e036118fffff,891e0361113ffff,0.565,51.152,auto
891e03789dbffff,891e037acafffff,10.939,740.997,auto
891e0378287ffff,891e03710d3ffff,16.191,1147.925,auto
891e03631bbffff,891e0362243ffff,1.903,200.534,auto
891e0378597ffff,891e0378e83ffff,6.186,491.481,auto
891e0371477ffff,891e037148fffff,2.071,147.764,auto
891e036320fffff,891e037ac77ffff,10.23,694.745,auto
891e037aa97ffff,891e037ad83ffff,5.5,449.156,auto
891e037ac07ffff,891e0378c37ffff,8.525,551.655,auto
891e0344a73ffff,891e037aa83ffff,13.282,1073.07,auto
891e03630b3ffff,891e03630a3ffff,0.683,101.054,auto
891e03781d7ffff,891e037858bffff,3.093,277.712,auto
891e037981bffff,891e037ae4bffff,13.077,931.658,auto
891e0378cb7ffff,891e037a897ffff,7.854,529.898,auto
891e037ac2bffff,891e037aacfffff,4.732,380.231,auto
891e03783afffff,891e037810fffff,2.633,212.905,auto
891e0378c03ffff,891e036a59bffff,8.609,666.769,auto
891e03781d7ffff,891e037aa6bffff,4.104,394.482,auto
891e036a443ffff,891e036a453ffff,0.512,71.179,auto
891e037aacfffff,891e0378cb3ffff,4.215,344.031,auto
891e036a617ffff,891e0379913ffff,4.189,420.873,auto
891e037acabffff,891e0371a23ffff,9.041,590.056,auto
891e0371c03ffff,891e037acabffff,12.348,663.913,auto
891e03789c7ffff,891e0378913ffff,0.716,77.939,auto
891e03600b7ffff,891e037a8dbffff,19.145,1343.771,auto
891e037add7ffff,891e0378eb7ffff,10.582,640.232,auto
891e037897bffff,891e0378edbffff,8.975,593.741,auto
891e037aa97ffff,891e037a3a3ffff,3.775,340.182,auto
891e0378c07ffff,891e0371a27ffff,10.841,840.121,auto
891e036051bffff,891e0360057ffff,4.35,360.061,auto
891e037a1bbffff,891e037a16bffff,4.638,410.718,auto
891e0378d63ffff,891e037a10fffff,13.824,876.25,auto
891e037890bffff,891e037aa6fffff,6.109,487.192,auto
891e0363083ffff,891e037aa0bffff,8.915,658.729,auto
891e03630dbffff,891e0363653ffff,3.35,270.065,auto
891e036057bffff,891e036054fffff,0.428,47.328,auto
891e037a137ffff,891e0371347ffff,4.847,326.543,auto
891e037a987ffff,891e037a99bffff,1.269,122.267,auto
891e03612b7ffff,891e037aa93ffff,14.985,1043.089,auto
891e0378cb3ffff,891e037a30bffff,9.641,823.71,auto
891e037337bffff,891e037aa57ffff,14.325,999.858,auto
891e037817bffff,891e037a123ffff,8.636,660.837,auto
891e0378967ffff,891e037a177ffff,17.197,1120.459,auto
891e0378da7ffff,891e037a91bffff,6.194,431.979,auto
891e037aa17ffff,891e0378cd7ffff,2.605,247.56,auto
891e1cb698bffff,891e0378e83ffff,12.713,809.578,auto
891e0378523ffff,891e037aac7ffff,4.156,393.87,auto
891e0363563ffff,891e0363567ffff,1.518,159.817,auto
891e036350bffff,891e037aa87ffff,10.421,801.72,auto
891e0378333ffff,891e037857bffff,7.558,547.522,auto
891e037aa2fffff,891e0379c13ffff,11.355,900.081,auto
891e0371eb7ffff,891e0371eb3ffff,0.739,76.726,auto
891e037899bffff,891e037ac07ffff,10.682,741.008,auto
891e036a2a3ffff,891e037992bffff,4.477,388.718,auto
891e037a387ffff,891e037ac6fffff,7.31,578.114,auto
891e037147bffff,891e037a8d3ffff,9.757,688.522,auto
891e037a90bffff,891e03718dbffff,9.123,645.577,auto
891e036a58bffff,891e037a323ffff,15.514,1241.799,auto
891e03710c3ffff,891e03710d3ffff,3.296,315.302,auto
891e0363473ffff,891e036016bffff,12.475,888.768,auto
891e037a323ffff,891e03781abffff,5.195,511.669,auto
891e036100bffff,891e037893bffff,5.074,472.842,auto
891e0371a1bffff,891e0371acfffff,0.422,58.008,auto
891e037ab53ffff,891e037ab4bffff,1.161,153.937,auto
891e0361033ffff,891e0361017ffff,1.677,165.572,auto
891e03610cbffff,891e037aa03ffff,11.098,927.236,auto
891e03614bbffff,891e037aa2bffff,11.47,897.705,auto
891e0378c03ffff,891e0378163ffff,4.416,331.609,auto
891e0378d6fffff,891e0344a63ffff,19.002,1425.924,auto
891e037aad7ffff,891e0370633ffff,13.549,959.125,auto
891e0360283ffff,891e0344a1bffff,34.315,2306.907,auto
891e0371a63ffff,891e037aa0bffff,7.945,638.082,auto
891e0371ed7ffff,891e0378c17ffff,13.225,884.102,auto
891e0363467ffff,891e0378e97ffff,10.826,755.71,auto
891e0378c9bffff,891e0378177ffff,3.252,286.073,auto
891e0378c97ffff,891e037aa37ffff,2.091,203.436,auto
891e0378e53ffff,891e0378c37ffff,6.392,476.743,auto
891e037aa1bffff,891e0378583ffff,4.761,417.944,auto
891e0378c8fffff,891e03788b7ffff,3.483,288.992,auto
891e03710dbffff,891e037aa0fffff,12.043,882.372,auto
891e036a557ffff,891e0378b93ffff,6.22,564.266,auto
891e036ad83ffff,891e037a84bffff,18.956,1344.026,auto
891e037ab4bffff,891e0378593ffff,6.984,590.279,auto
891e0379967ffff,891e037816bffff,11.264,799.731,auto
891e03615dbffff,891e03614a7ffff,1.343,234.235,auto
891e037aea3ffff,891e037ae27ffff,1.391,186.48,auto
891e03783abffff,891e037a8dbffff,7.831,647.2,auto
891e036346bffff,891e0360013ffff,9.099,626.757,auto
891e037a86fffff,891e0378d63ffff,6.736,516.73,auto
891e03714b3ffff,891e037aa47ffff,14.429,1048.75,auto
891e0344a0bffff,891e037a37bffff,9.145,769.214,auto
891e037812bffff,891e0378553ffff,6.041,491.116,auto
891e03612b3ffff,891e03612b7ffff,0.518,52.327,auto
891e0378e53ffff,891e0378067ffff,7.356,571.77,auto
891e0363497ffff,891e036347bffff,3.476,363.019,auto
891e0362677ffff,891e03715abffff,16.294,865.286,auto
891e0378c43ffff,891e0378dabffff,5.933,454.019,auto
891e0378cd3ffff,891e0361d4bffff,20.925,1375.892,auto
891e0378573ffff,891e0378553ffff,1.424,145.824,auto
891e0378c43ffff,891e0378d37ffff,6.604,494.65,auto
891e0378043ffff,891e0378ed3ffff,7.975,725.582,auto
891e037abc3ffff,891e0370297ffff,18.095,1147.341,auto
891e037a90bffff,891e0363253ffff,6.481,486.185,auto
891e0360ebbffff,891e036366fffff,13.305,1002.575,auto
891e036acafffff,891e037ac63ffff,20.001,1282.223,auto
891e036a0c3ffff,891e0379933ffff,3.364,284.634,auto
891e0363197ffff,891e036340fffff,4.812,413.735,auto
891e037ab4bffff,891e037aad3ffff,4.324,398.573,auto
891e037a0cbffff,891e037a0d3ffff,1.333,571.298,auto
891e0378c83ffff,891e0378c13ffff,0.951,110.782,auto
891e037a17bffff,891e037aea7ffff,6.829,522.329,auto
891e0379acfffff,891e037ae57ffff,15.732,1070.991,auto
891e037852bffff,891e037130bffff,12.968,936.423,auto
891e037a14fffff,891e0361233ffff,23.427,1547.384,auto
891e0378477ffff,891e0378eb7ffff,12.847,987.996,auto
891e037a873ffff,891e037aa83ffff,2.472,294.646,auto
891e03784bbffff,891e0371e17ffff,17.269,1206.844,auto
891e03616abffff,891e0378d37ffff,8.109,563.29,auto
891e037aa0fffff,891e0378cc3ffff,2.915,275.266,auto
891e0378573ffff,891e037aa6bffff,4.746,425.098,auto
891e037a9a3ffff,891e037ab9bffff,3.517,293.713,auto
891e037a863ffff,891e037aca3ffff,4.405,342.949,auto
891e037164bffff,891e037aeb7ffff,7.58,617.033,auto
891e037a3abffff,891e037a28bffff,4.568,419.916,auto
891e0371257ffff,891e037a32bffff,6.237,493.603,auto
891e037166bffff,891e037ac63ffff,5.725,427.882,auto
891e0378183ffff,891e0378e83ffff,4.836,399.71,auto
891e03616dbffff,891e037a38fffff,15.001,1058.165,auto
891e0363667ffff,891e037acafffff,10.255,702.409,auto
891e037a377ffff,891e037a347ffff,1.031,125.779,auto
891e0379a1bffff,891e0378cb3ffff,16.057,970.719,auto
891e03601d7ffff,891e03601d3ffff,0.671,70.476,auto
891e03616dbffff,891e03616c3ffff,1.313,154.135,auto
891e036006fffff,891e036053bffff,3.729,304.294,auto
891e037a2b7ffff,891e037a9c7ffff,12.123,912.083,auto
891e036b5cbffff,891e1cb68abffff,11.216,825.753,auto
891e1cb6d17ffff,891e1cb6db7ffff,2.021,212.497,auto
891e037aa77ffff,891e0378563ffff,3.983,374.411,auto
891e0371e63ffff,891e037a1abffff,9.152,581.656,auto
891e036ac9bffff,891e03616b3ffff,5.47,483.419,auto
891e0379a23ffff,891e0379a8bffff,2.689,280.91,auto
891e03636d3ffff,891e0378c8bffff,6.005,445.089,auto
891e0378293ffff,891e0378ed3ffff,9.241,738.405,auto
891e036188fffff,891e037a803ffff,43.087,1738.91,auto
891e037133bffff,891e0378c4fffff,14.724,944.329,auto
891e036a61bffff,891e037a313ffff,18.197,1384.27,auto
891e037a8b3ffff,891e037aea3ffff,3.97,325.749,auto
891e037add7ffff,891e03799d7ffff,16.067,1231.593,auto
891e036085bffff,891e0378503ffff,25.621,1864.03,auto
891e0371ecbffff,891e0371313ffff,2.343,230.288,auto
891e0360e83ffff,891e036012bffff,1.135,118.577,auto
891e036ad4bffff,891e03612dbffff,6.831,597.704,auto
891e036165bffff,891e03799b3ffff,6.712,580.588,auto
891e0371213ffff,891e03788b7ffff,13.702,900.723,auto
891e037aa77ffff,891e0361887ffff,20.569,1371.845,auto
891e036364bffff,891e0361223ffff,12.81,904.703,auto
891e036a0b3ffff,891e037a80bffff,16.736,1099.669,auto
891e03712bbffff,891e037abc3ffff,11.769,766.125,auto
891e0371ab3ffff,891e0371bc3ffff,3.999,689.844,auto
891e0370213ffff,891e0371a23ffff,14.898,739.589,auto
891e037a17bffff,891e037ab6fffff,12.508,828.825,auto
891e037aacfffff,891e036112fffff,16.461,1282.065,auto
891e0371057ffff,891e0371213ffff,3.805,389.62,auto
891e037a80bffff,891e037aac7ffff,2.654,266.664,auto
891e037a327ffff,891e037a847ffff,4.76,425.624,auto
891e036ac83ffff,891e03785b7ffff,16.588,1111.145,auto
891e037b54bffff,891e03781cbffff,18.802,1010.076,auto
891e0361883ffff,891e0378597ffff,26.155,1744.051,auto
891e036229bffff,891e0378c57ffff,16.686,1208.076,auto
891e037146fffff,891e0379947ffff,22.841,1605.553,auto
891e0378c1bffff,891e037a1afffff,9.235,712.835,auto
891e037ac37ffff,891e037acabffff,0.736,97.121,auto
891e037a0cbffff,891e0378cbbffff,11.24,969.184,auto
891e0379a23ffff,891e0379a3bffff,0.416,37.827,auto
891e0378147ffff,891e037851bffff,4.731,422.139,auto
891e036a58bffff,891e0378e83ffff,9.476,708.205,auto
891e0378467ffff,891e037ac03ffff,9.874,724.133,auto
891e037a533ffff,891e037a9dbffff,7.402,508.38,auto
891e0378cbbffff,891e037ad9bffff,10.512,710.228,auto
891e037ae5bffff,891e037aeabffff,3.239,339.436,auto
891e036105bffff,891e037aa57ffff,14.543,1131.587,auto
891e037aa17ffff,891e0363693ffff,5.533,431.625,auto
891e0379dcfffff,891e0379117ffff,7.473,497.512,auto
891e037aa83ffff,891e037a8bbffff,3.952,300.118,auto
891e0378367ffff,891e037a107ffff,14.227,1056.727,auto
891e03610c7ffff,891e03616a7ffff,1.173,111.302,auto
891e0361547ffff,891e037a12bffff,17.51,1222.073,auto
891e03798c3ffff,891e0378377ffff,7.238,522.039,auto
891e036012fffff,891e0360c4bffff,0.768,89.936,auto
891e0378147ffff,891e037816bffff,2.104,224.27,auto
891e0371413ffff,891e037148bffff,0.401,53.192,auto
891e0378133ffff,891e0370223ffff,21.591,1422.984,auto
891e036a623ffff,891e0378dcfffff,11.8,855.542,auto
891e037a37bffff,891e0378563ffff,3.369,313.88,auto
891e0361883ffff,891e03616a7ffff,11.442,917.468,auto
891e0360513ffff,891e03636afffff,11.075,869.601,auto
891e03713bbffff,891e0378c87ffff,12.643,867.467,auto
891e037a9d7ffff,891e037a957ffff,1.554,124.484,auto
891e037a9a3ffff,891e037a937ffff,0.889,92.695,auto
891e0378057ffff,891e037ae5bffff,6.469,517.01,auto
891e037aa23ffff,891e037aaafffff,1.41,166.66,auto
891e037a1c3ffff,891e037a8dbffff,9.212,691.169,auto
891e03788a7ffff,891e037888fffff,2.355,239.391,auto
891e034497bffff,891e0344bb3ffff,1.544,129.887,auto
891e037806bffff,891e037134fffff,13.375,1017.267,auto
891e037126bffff,891e0371327ffff,9.716,769.8,auto
891e037114bffff,891e037102fffff,1.427,167.446,auto
891e0378c9bffff,891e037a857ffff,4.644,441.119,auto
891e03789d3ffff,891e0378c8fffff,4.158,369.002,auto
891e037026bffff,891e037025bffff,2.976,314.894,auto
891e036a4b7ffff,891e037aa03ffff,9.22,717.77,auto
891e0379813ffff,891e037ac63ffff,18.82,1189.717,auto
891e037134bffff,891e036a0c3ffff,20.592,1421.603,auto
891e03614cbffff,891e037812bffff,9.817,744.198,auto
891e03616c3ffff,891e036a42fffff,7.043,514.74,auto
891e0371a8bffff,891e037ab6bffff,10.974,723.965,auto
891e036aca3ffff,891e0378027ffff,16.6,1179.903,auto
891e037894fffff,891e0378943ffff,0.378,36.252,auto
891e036003bffff,891e0378e9bffff,18.255,1327.255,auto
891e037819bffff,891e037aac7ffff,4.618,451.857,auto
891e0360087ffff,891e0360083ffff,0.543,61.537,auto
891e037ab8bffff,891e0363667ffff,7.198,555.273,auto
891e0362297ffff,891e03600a7ffff,7.542,613.935,auto
891e0378177ffff,891e0378197ffff,3.604,271.791,auto
891e037aad7ffff,891e037aa57ffff,1.621,192.796,auto
891e03784c3ffff,891e037850bffff,4.729,367.13,auto
891e03636b3ffff,891e0378c57ffff,9.459,675.974,auto
891e037a87bffff,891e037a3dbffff,7.668,633.37,auto
891e037a847ffff,891e03785bbffff,6.82,614.701,auto
891e037836fffff,891e0378177ffff,4.246,319.869,auto
891e037a843ffff,891e0378163ffff,6.921,632.148,auto
891e037a85bffff,891e036349bffff,9.075,687.363,auto
891e03459a3ffff,891e0344a4fffff,0.8,119.735,auto
891e0370623ffff,891e0371113ffff,5.923,477.681,auto
891e0371a83ffff,891e0363647ffff,10.7,687.987,auto
891e037888fffff,891e037aa97ffff,8.232,690.802,auto
891e0378107ffff,891e03781cbffff,1.738,150.76,auto
891e037a80bffff,891e037810fffff,6.737,570.026,auto
891e037aab3ffff,891e0378c33ffff,4.75,404.187,auto
891e0361067ffff,891e0361ed7ffff,3.365,294.221,auto
891e036a0cbffff,891e037a89bffff,19.769,1359.63,auto
891e036a493ffff,891e037aa67ffff,9.775,710.97,auto
891e037aeb3ffff,891e03712d3ffff,6.623,520.561,auto
891e0371a0fffff,891e03633d3ffff,9.859,899.583,auto
891e037a01bffff,891e037ae6bffff,7.406,641.675,auto
891e0378bcbffff,891e037024fffff,21.139,1329.213,auto
891e037ac63ffff,891e037882bffff,11.367,741.346,auto
891e036346bffff,891e037aabbffff,6.9,513.901,auto
891e0370263ffff,891e037a8afffff,15.73,813.43,auto
891e037810bffff,891e0378c03ffff,3.737,335.891,auto
891e036003bffff,891e036014bffff,1.891,210.978,auto
891e036164bffff,891e03616cbffff,1.236,135.885,auto
891e037846bffff,891e037ae93ffff,7.952,616.936,auto
891e036ad8bffff,891e036addbffff,1.43,142.144,auto
891e037a163ffff,891e037a17bffff,0.759,57.319,auto
891e0378e43ffff,891e0378c43ffff,4.811,343.741,auto
891e0361293ffff,891e036326bffff,5.822,503.77,auto
891e03616b7ffff,891e03616a7ffff,1.036,138.612,auto
891e037aa7bffff,891e036304fffff,10.765,832.848,auto
891e0378077ffff,891e0378177ffff,4.504,377.393,auto
891e037aabbffff,891e0361883ffff,24.298,1607.961,auto
891e0378953ffff,891e0378d27ffff,2.852,242.676,auto
891e0379d9bffff,891e037aea3ffff,16.56,1034.787,auto
891e037126bffff,891e037a12bffff,3.149,308.199,auto
891e0371eabffff,891e037ad8bffff,4.149,372.566,auto
891e037ad5bffff,891e036366bffff,9.636,650.066,auto
891e036b4a7ffff,891e0361217ffff,17.395,875.053,auto
891e0361e8fffff,891e0378503ffff,24.486,1620.606,auto
891e037802fffff,891e03781cbffff,1.169,129.701,auto
891e0378ca3ffff,891e0378e97ffff,4.048,342.434,auto
891e036a08bffff,891e036a08fffff,1.224,140.023,auto
891e037add3ffff,891e03780a7ffff,12.887,952.593,auto
891e0362617ffff,891e037a88bffff,16.748,978.061,auto
891e037882fffff,891e0378823ffff,2.596,401.24,auto
