source,target,length,time,costing
891e036360fffff,891e0363677ffff,0.275,49.851,auto
891e0371683ffff,891e037108bffff,3.718,386.985,auto
891e0378c83ffff,891e03785abffff,6.78,630.534,auto
891e037115bffff,891e037102fffff,1.159,120.739,auto
891e03716c3ffff,891e037a06bffff,10.448,805.304,auto
891e037a307ffff,891e0378193ffff,4.856,397.173,auto
891e036226bffff,891e037128bffff,17.852,1235.834,auto
891e037842fffff,891e0378c03ffff,6.783,540.954,auto
891e037a86bffff,891e0378173ffff,6.567,564.431,auto
891e0378c87ffff,891e0371483ffff,19.572,1266.325,auto
891e037a52fffff,891e037a507ffff,1.32,155.34,auto
891e0378c83ffff,891e037128fffff,12.14,920.502,auto
891e0371213ffff,891e037aa27ffff,12.317,831.462,auto
891e1cb68a3ffff,891e0379d4fffff,10.286,615.705,auto
891e036002bffff,891e037abbbffff,13.979,971.092,auto
891e0361397ffff,891e037a22fffff,21.975,1565.888,auto
891e037aba3ffff,891e037aa43ffff,5.756,474.116,auto
891e036a597ffff,891e037abc3ffff,12.845,903.01,auto
891e037842bffff,891e037ac3bffff,8.505,715.046,auto
891e037816fffff,891e037a06bffff,14.42,1023.106,auto
891e03614cbffff,891e0378d2bffff,3.444,307.602,auto
891e03785c7ffff,891e037b5d3ffff,8.814,743.284,auto
891e0360e8bffff,891e0361407ffff,13.522,975.467,auto
891e036052bffff,891e03604c3ffff,5.514,407.452,auto
891e0378073ffff,891e037a28bffff,9.108,839.397,auto
891e0371c43ffff,891e037a91bffff,7.644,503.534,auto
891e037aacfffff,891e037aca3ffff,5.336,426.312,auto
891e0362217ffff,891e0378c93ffff,13.489,999.827,auto
891e03612b7ffff,891e037ab07ffff,12.3,801.876,auto
891e036319bffff,891e0361097ffff,15.732,1275.811,auto
891e037147bffff,891e0371857ffff,17.656,879.661,auto
891e037a86fffff,891e037836fffff,12.521,828.745,auto
891e036114bffff,891e0378137ffff,15.505,1038.904,auto
891e0371107ffff,891e03713b7ffff,2.275,255.958,auto
891e037a327ffff,891e0378d07ffff,9.383,853.42,auto
891e0361453ffff,891e0363477ffff,9.026,719.39,auto
891e037155bffff,891e0371427ffff,0.432,51.587,auto
891e0371247ffff,891e037a827ffff,6.252,408.607,auto
891e0379ad3ffff,891e037aabbffff,17.063,1204.557,auto
891e037a103ffff,891e037a847ffff,7.39,602.142,auto
891e037ad13ffff,891e037ae2fffff,5.37,465.0,auto
891e036169bffff,891e037a3c3ffff,15.764,1164.937,auto
891e037ab23ffff,891e03712b3ffff,10.74,661.683,auto
891e037a9cfffff,891e0363193ffff,8.052,662.612,auto
891e037ac27ffff,891e0378557ffff,8.429,676.154,auto
891e0378c93ffff,891e037ab3bffff,3.898,353.03,auto
891e037aaafffff,891e037a307ffff,6.929,612.188,auto
891e0378b63ffff,891e0378b6fffff,0.408,56.668,auto
891e037ac6fffff,891e03780a3ffff,8.121,664.612,auto
891e037ac63ffff,891e0378177ffff,8.833,733.546,auto
891e037a91bffff,891e036a30bffff,21.312,1112.246,auto
891e0371ec7ffff,891e0363317ffff,16.597,1149.638,auto
891e037aa0bffff,891e03788c7ffff,5.612,524.901,auto
891e0371c43ffff,891e037ae23ffff,10.873,838.486,auto
891e03612bbffff,891e037aa0bffff,13.693,939.202,auto
891e0378a27ffff,891e037aa53ffff,8.934,694.195,auto
891e037aa13ffff,891e037aa63ffff,3.863,393.216,auto
891e03791a3ffff,891e037a123ffff,12.146,825.89,auto
891e0371ec3ffff,891e037b1afffff,16.36,1291.915,auto
891e0362263ffff,891e037114bffff,26.164,1320.869,auto
891e037ad9bffff,891e0378e57ffff,15.324,1023.412,auto
891e037aa27ffff,891e03711b7ffff,16.006,1068.15,auto
891e0378c9bffff,891e037ae3bffff,4.145,399.356,auto
891e037ad67ffff,891e0371117ffff,10.65,720.596,auto
891e0378317ffff,891e03614b7ffff,16.247,1119.805,auto
891e037ac0bffff,891e0371347ffff,2.552,246.728,auto
891e037137bffff,891e0371367ffff,1.6,183.238,auto
891e036a013ffff,891e037a84fffff,12.877,902.723,auto
891e036367bffff,891e037858bffff,10.318,785.102,auto
891e0371e5bffff,891e037ae67ffff,9.156,705.88,auto
891e03611d3ffff,891e03632cfffff,6.644,557.988,auto
891e037115bffff,891e037a887ffff,8.692,520.924,auto
891e0378d2fffff,891e036144fffff,3.776,302.962,auto
891e0371cd3ffff,891e037a87bffff,13.941,816.69,auto
891e0361083ffff,891e037118bffff,21.111,1461.711,auto
891e0361043ffff,891e0378ecfffff,14.949,938.933,auto
891e0379a1bffff,891e037aa4fffff,14.823,939.288,auto
891e0378b5bffff,891e03636dbffff,9.33,613.957,auto
891e0361e13ffff,891e0361ec7ffff,0.576,62.874,auto
891e0361547ffff,891e0378317ffff,15.346,1102.768,auto
891e037ae4bffff,891e0378893ffff,10.268,786.794,auto
891e0361883ffff,891e037acb3ffff,27.053,1736.037,auto
891e0378babffff,891e037a8c3ffff,12.829,828.575,auto
891e037a9d7ffff,891e037a843ffff,4.824,409.29,auto
891e0362677ffff,891e0378c8bffff,16.383,1200.258,auto
891e03634b7ffff,891e037aa0bffff,9.568,753.734,auto
891e037a843ffff,891e0370297ffff,12.458,1085.814,auto
891e0378b8fffff,891e037aa53ffff,10.03,748.47,auto
891e037a353ffff,891e037a847ffff,7.121,600.618,auto
891e037a863ffff,891e0378dd7ffff,4.066,358.752,auto
891e0378b33ffff,891e0379d8fffff,11.56,776.87,auto
891e037ab2fffff,891e0378c33ffff,4.161,325.738,auto
891e037a2b3ffff,891e037ae63ffff,6.696,548.113,auto
891e037ae3bffff,891e037a133ffff,3.583,322.555,auto
891e03612a7ffff,891e037ac0fffff,17.637,1134.13,auto
891e037a1b7ffff,891e037aa9bffff,6.517,484.741,auto
891e037843bffff,891e037ae4bffff,4.436,346.412,auto
891e0361e4bffff,891e037a95bffff,19.367,1331.037,auto
891e0360e97ffff,891e037aa0fffff,19.86,1402.711,auto
891e036a6c7ffff,891e0379903ffff,3.244,326.017,auto
891e03600cbffff,891e037acd3ffff,21.502,1464.365,auto
891e0378c67ffff,891e0378c6fffff,0.895,118.038,auto
891e0378177ffff,891e0378c57ffff,3.409,283.53,auto
891e0360183ffff,891e0360077ffff,3.182,261.565,auto
891e03782a7ffff,891e037814bffff,4.529,384.648,auto
891e036ac8bffff,891e037ac77ffff,17.848,1137.744,auto
891e037816bffff,891e037a123ffff,8.665,649.241,auto
891e1cb6d33ffff,891e0379947ffff,12.896,842.465,auto
891e037a92bffff,891e0378e97ffff,9.029,615.888,auto
891e03601abffff,891e036011bffff,1.329,118.452,auto
891e0378e53ffff,891e037a347ffff,11.612,853.199,auto
891e03635dbffff,891e037a17bffff,15.268,1014.234,auto
891e036ac73ffff,891e037a3cfffff,21.413,1535.8,auto
891e036ad87ffff,891e037aa13ffff,18.839,1376.691,auto
891e0360e9bffff,891e0360177ffff,0.809,89.311,auto
891e037aa97ffff,891e037aa63ffff,4.172,403.659,auto
891e036a6b7ffff,891e036a44bffff,0.846,118.245,auto
891e037a81bffff,891e037a847ffff,1.01,121.465,auto
891e037a153ffff,891e037a14bffff,2.097,224.938,auto
891e036144bffff,891e0371cafffff,19.165,1283.736,auto
891e03616cbffff,891e03632cfffff,11.802,788.554,auto
891e0378663ffff,891e037aad7ffff,10.634,839.449,auto
891e037026bffff,891e037ac63ffff,10.016,760.623,auto
891e0361313ffff,891e037131bffff,22.404,1591.327,auto
891e0378b7bffff,891e0378177ffff,8.953,590.886,auto
891e0361157ffff,891e0378a2fffff,12.425,909.862,auto
891e0362287ffff,891e0371aa3ffff,8.42,1443.804,auto
891e0371a4fffff,891e0371a67ffff,1.366,134.533,auto
891e037a893ffff,891e037a187ffff,4.902,425.022,auto
891e0363463ffff,891e037abafffff,4.469,325.401,auto
891e0378c57ffff,891e0379d17ffff,6.255,446.657,auto
891e0378c8bffff,891e037ac2bffff,8.847,578.814,auto
891e0371bd3ffff,891e0379867ffff,25.034,1549.832,auto
891e037ac47ffff,891e037aa53ffff,4.492,385.793,auto
891e0371c8fffff,891e0378527ffff,24.599,1381.173,auto
891e0378c0fffff,891e037a9c7ffff,7.311,538.686,auto
891e03788a3ffff,891e03788b7ffff,2.64,193.845,auto
891e037ac37ffff,891e037a887ffff,1.864,180.497,auto
891e03601bbffff,891e03601b3ffff,0.668,90.539,auto
891e037810bffff,891e03781d3ffff,1.879,190.215,auto
891e037ac0bffff,891e037a123ffff,3.998,399.081,auto
891e037abb7ffff,891e037abb3ffff,2.758,202.641,auto
891e037a887ffff,891e0370667ffff,10.096,636.795,auto
891e037a58fffff,891e037aa57ffff,10.108,828.222,auto
891e03610d7ffff,891e036146bffff,1.116,137.522,auto
891e0361173ffff,891e037a843ffff,18.674,1305.309,auto
891e037134bffff,891e037ac2bffff,3.185,292.149,auto
891e036355bffff,891e0378a07ffff,14.512,1014.13,auto
891e036120fffff,891e0361203ffff,0.57,85.342,auto
891e0361e9bffff,891e0378c4fffff,15.46,1060.989,auto
891e03634cbffff,891e0378c83ffff,8.507,651.666,auto
891e0362283ffff,891e0371847ffff,7.311,597.502,auto
891e036a6bbffff,891e0378163ffff,11.146,822.346,auto
891e036b4b7ffff,891e0379967ffff,4.297,346.941,auto
891e0379967ffff,891e0378c87ffff,12.12,920.309,auto
891e03636d7ffff,891e0378c8bffff,6.012,424.3,auto
891e037ae07ffff,891e03781cfffff,6.631,584.835,auto
891e0379923ffff,891e037990bffff,1.634,188.418,auto
891e0371303ffff,891e037ae23ffff,5.674,477.105,auto
891e036320fffff,891e037aad7ffff,9.287,746.697,auto
891e037aa73ffff,891e036347bffff,7.376,528.55,auto
891e0373363ffff,891e037aa3bffff,24.553,1272.049,auto
891e037ae47ffff,891e0371217ffff,6.125,476.248,auto
891e037aa33ffff,891e0371c87ffff,16.342,930.103,auto
891e0371193ffff,891e0378e93ffff,17.948,1155.892,auto
891e0344a6bffff,891e03718cfffff,22.173,1563.586,auto
891e0378637ffff,891e0361433ffff,21.099,1392.51,auto
891e0378413ffff,891e03784d7ffff,0.765,80.446,auto
891e036ad93ffff,891e0361073ffff,4.444,375.458,auto
891e1cb6c2bffff,891e0378ccfffff,17.418,1051.605,auto
891e0363577ffff,891e0378507ffff,12.952,1014.435,auto
891e037a28fffff,891e037aaa7ffff,10.612,888.247,auto
891e0378973ffff,891e0378ed3ffff,9.347,640.131,auto
891e036028bffff,891e0361217ffff,9.14,740.681,auto
891e0344b93ffff,891e0378c1bffff,17.136,1702.156,auto
891e03783b7ffff,891e037882bffff,6.333,469.969,auto
891e037a94fffff,891e037a95bffff,1.897,151.568,auto
891e0361653ffff,891e03616cfffff,3.288,256.106,auto
891e037a8c7ffff,891e037a2a7ffff,8.083,683.364,auto
891e0345973ffff,891e037a8cfffff,12.644,1017.712,auto
891e036a39bffff,891e0378c1bffff,10.76,711.33,auto
891e037ab5bffff,891e036365bffff,4.739,426.602,auto
891e036116fffff,891e037ab6fffff,15.048,1030.178,auto
891e036ac97ffff,891e0378ba7ffff,6.19,491.887,auto
891e037a313ffff,891e0371313ffff,10.122,718.204,auto
891e037a947ffff,891e037a963ffff,0.932,141.601,auto
891e037830bffff,891e0378dd3ffff,10.328,689.28,auto
891e037abdbffff,891e03606cfffff,11.394,805.895,auto
891e03799b3ffff,891e036318bffff,16.243,1074.458,auto
891e03786c7ffff,891e037868bffff,2.202,571.538,auto
891e0362257ffff,891e0362203ffff,0.619,46.727,auto
891e036a48fffff,891e0378e83ffff,8.837,628.618,auto
891e0378347ffff,891e037a3bbffff,11.253,873.152,auto
891e0378c9bffff,891e037aa1bffff,3.387,413.786,auto
891e0379dc7ffff,891e0379d9bffff,0.977,107.223,auto
891e0378393ffff,891e1cb68b3ffff,15.364,1030.265,auto
891e0361887ffff,891e03781bbffff,21.597,1514.81,auto
891e0378b4fffff,891e0378a2fffff,1.291,133.736,auto
891e037026fffff,891e0371027ffff,5.727,446.649,auto
891e037ab1bffff,891e0361883ffff,21.896,1484.258,auto
891e0378a6bffff,891e037aa4fffff,7.916,609.079,auto
891e036005bffff,891e03606a7ffff,1.773,207.253,auto
891e0378b87ffff,891e03785bbffff,12.562,952.575,auto
891e037117bffff,891e037063bffff,6.222,537.499,auto
891e0345997ffff,891e03780dbffff,13.886,1215.939,auto
891e0378c27ffff,891e037a877ffff,4.884,410.261,auto
891e037aa67ffff,891e0378337ffff,6.127,452.326,auto
891e0371a73ffff,891e037aa6fffff,7.849,677.778,auto
891e0363483ffff,891e037ae4fffff,12.123,994.802,auto
891e036001bffff,891e0378503ffff,19.136,1387.362,auto
891e036347bffff,891e0378e83ffff,9.963,655.285,auto
891e036a277ffff,891e0378c8bffff,15.47,1615.672,auto
891e036364fffff,891e0378c17ffff,4.731,344.343,auto
891e036328fffff,891e037aac7ffff,9.483,833.295,auto
891e037856bffff,891e0378567ffff,1.307,134.25,auto
891e03799a3ffff,891e037a93bffff,11.514,763.898,auto
891e0378117ffff,891e036304fffff,13.11,1036.659,auto
891e037114bffff,891e037a8c7ffff,5.919,410.427,auto
891e037a947ffff,891e037abdbffff,4.521,376.309,auto
891e0378407ffff,891e0378547ffff,2.208,232.452,auto
891e0379b77ffff,891e0379b67ffff,0.536,71.634,auto
891e03702a3ffff,891e037ab23ffff,14.676,1002.113,auto
891e036109bffff,891e037ae37ffff,16.624,1159.328,auto
891e03633d3ffff,891e03633dbffff,1.599,247.15,auto
891e037b1bbffff,891e037b1abffff,0.888,235.891,auto
891e0363667ffff,891e0378da7ffff,1.142,157.384,auto
891e037887bffff,891e0378c43ffff,3.466,262.811,auto
891e036a0bbffff,891e0378d97ffff,11.503,724.378,auto
891e036144bffff,891e03614d7ffff,2.869,396.364,auto
891e0379837ffff,891e037aa07ffff,12.162,862.942,auto
891e03630b7ffff,891e037ab53ffff,7.982,591.254,auto
891e0361493ffff,891e0378d4bffff,5.864,508.899,auto
891e036022fffff,891e0378dcfffff,15.211,1084.829,auto
891e037a91bffff,891e0378c67ffff,7.454,496.226,auto
891e0371e8fffff,891e0371527ffff,4.975,474.242,auto
891e036003bffff,891e036364bffff,12.258,955.74,auto
891e0378c03ffff,891e036002bffff,15.748,1181.5,auto
891e03780c3ffff,891e03780bbffff,1.815,187.35,auto
891e037a843ffff,891e0378a63ffff,12.716,944.421,auto
891e036167bffff,891e0378b4fffff,3.984,381.398,auto
891e036ad4fffff,891e036a8b3ffff,0.442,60.131,auto
891e0378eb7ffff,891e0378c9bffff,3.666,282.553,auto
891e0378417ffff,891e0378487ffff,1.135,134.117,auto
891e0362287ffff,891e037ac3bffff,19.189,1914.272,auto
891e037aeabffff,891e037ac47ffff,1.708,165.833,auto
891e0371e6fffff,891e037a18fffff,11.983,802.995,auto
891e037127bffff,891e0378023ffff,9.43,720.672,auto
891e037ad9bffff,891e03630d3ffff,10.327,699.853,auto
891e03713a7ffff,891e037118fffff,4.581,373.197,auto
891e037aaa3ffff,891e0371c2bffff,12.724,944.601,auto
891e037835bffff,891e037aa43ffff,8.366,886.583,auto
891e037155bffff,891e0378137ffff,13.843,985.837,auto
891e0378a4fffff,891e037a353ffff,13.232,968.61,auto
891e037ae37ffff,891e0378c0bffff,5.46,447.989,auto
891e037804bffff,891e0378177ffff,5.73,424.408,auto
891e03606d3ffff,891e0361667ffff,11.852,1038.015,auto
891e037a303ffff,891e037a313ffff,0.94,88.724,auto
891e037a307ffff,891e037850bffff,3.005,247.029,auto
891e036001bffff,891e037ae27ffff,18.779,1267.164,auto
891e0371393ffff,891e03713b7ffff,3.74,523.075,auto
891e03631c7ffff,891e03611c3ffff,14.464,1094.34,auto
891e036169bffff,891e0378973ffff,1.159,147.546,auto
891e0363463ffff,891e036300bffff,1.98,174.604,auto
891e037130fffff,891e0378c6bffff,12.268,765.361,auto
891e037abd7ffff,891e037abafffff,3.018,224.259,auto
891e037aa83ffff,891e03785bbffff,6.097,543.734,auto
891e0378d63ffff,891e037ae4bffff,10.162,730.246,auto
891e037100fffff,891e037ad57ffff,11.73,946.385,auto
891e037a2b7ffff,891e037ac63ffff,8.752,688.011,auto
891e0379e77ffff,891e03636afffff,19.333,1399.636,auto
891e0371167ffff,891e037150fffff,3.994,491.221,auto
891e037aab3ffff,891e037ac63ffff,3.868,333.223,auto
891e036a4cfffff,891e036a41bffff,0.752,96.26,auto
891e0378553ffff,891e036137bffff,19.413,1435.78,auto
891e03710c3ffff,891e03710c7ffff,0.598,79.522,auto
891e0378593ffff,891e037ac37ffff,7.541,622.202,auto
891e037ae47ffff,891e0378517ffff,5.361,454.765,auto
891e03786bbffff,891e037866bffff,2.975,419.132,auto
891e0363503ffff,891e0378503ffff,14.276,1119.761,auto
891e0378b3bffff,891e037990bffff,7.46,593.395,auto
891e036346bffff,891e03783a7ffff,11.191,758.073,auto
891e0361e3bffff,891e037ac63ffff,23.028,1376.042,auto
891e03630d3ffff,891e0363443ffff,2.511,228.512,auto
891e0370273ffff,891e037a28fffff,18.496,1442.588,auto
891e037ad3bffff,891e037a177ffff,9.859,650.929,auto
891e037abb3ffff,891e037a897ffff,4.509,339.937,auto
891e037ac2fffff,891e03781a3ffff,9.792,717.418,auto
891e037ad33ffff,891e037aa2bffff,9.509,645.574,auto
891e037ae23ffff,891e0378ed3ffff,10.129,766.461,auto
891e037860bffff,891e037a277ffff,6.604,813.673,auto
891e036a56fffff,891e036a1a7ffff,3.943,341.042,auto
891e03799abffff,891e037ab6bffff,10.146,760.557,auto
891e037aeafffff,891e037adcbffff,3.59,345.014,auto
891e0379d8bffff,891e037acafffff,15.648,954.416,auto
891e0371ec3ffff,891e0371ecbffff,0.445,71.601,auto
891e037a9afffff,891e037abd7ffff,4.926,395.878,auto
891e0371bdbffff,891e03713b3ffff,6.711,564.927,auto
891e037892fffff,891e036330bffff,4.931,425.527,auto
891e0363223ffff,891e037aacbffff,12.459,895.651,auto
891e037a9d3ffff,891e037ab97ffff,2.061,195.978,auto
891e037ac47ffff,891e03781c3ffff,7.749,632.593,auto
891e037ae4bffff,891e037aa03ffff,5.508,492.152,auto
891e03632a3ffff,891e0361043ffff,7.335,601.77,auto
891e03600c7ffff,891e036016bffff,4.246,374.012,auto
891e0371c8fffff,891e0371313ffff,7.119,582.018,auto
891e0363507ffff,891e037a87bffff,10.751,866.258,auto
891e0378d7bffff,891e0378c33ffff,2.799,224.62,auto
891e037a1b3ffff,891e037a33bffff,5.883,564.192,auto
891e037aca3ffff,891e0378d8fffff,7.835,483.733,auto
891e03716cfffff,891e037aa1bffff,11.329,967.655,auto
891e0371c7bffff,891e037035bffff,3.558,261.915,auto
891e037891bffff,891e0378903ffff,0.908,110.507,auto
891e0378a4fffff,891e0378e5bffff,9.756,635.094,auto
891e037842fffff,891e0378c13ffff,6.394,517.164,auto
891e036a567ffff,891e0378597ffff,17.687,1173.192,auto
891e0378c1bffff,891e03781cfffff,4.115,372.167,auto
891e036168bffff,891e0378c6fffff,6.575,533.486,auto
891e0379dc7ffff,891e0378d7bffff,8.383,509.396,auto
891e037b1afffff,891e03784dbffff,0.37,30.33,auto
891e0378c1bffff,891e03614c3ffff,8.501,712.447,auto
891e037a577ffff,891e0378337ffff,18.422,1171.532,auto
891e036349bffff,891e0378e97ffff,11.371,832.868,auto
891e036adc7ffff,891e036adcfffff,0.342,40.183,auto
891e0379c63ffff,891e036a1a7ffff,28.356,1211.093,auto
891e03780cfffff,891e037ab6bffff,11.271,866.951,auto
891e037ae33ffff,891e037814bffff,7.13,599.955,auto
891e037aa7bffff,891e037aa0fffff,1.192,117.115,auto
891e037a9a7ffff,891e03713b3ffff,10.601,732.067,auto
891e0371e93ffff,891e03713b3ffff,2.414,246.427,auto
891e037a453ffff,891e037aa43ffff,10.562,837.536,auto
891e03789dbffff,891e037aab3ffff,7.098,620.079,auto
891e036320bffff,891e0363637ffff,4.01,471.1,auto
891e037a027ffff,891e037a127ffff,5.551,500.516,auto
891e036ad83ffff,891e037857bffff,20.652,1426.588,auto
891e037a9a7ffff,891e037a1abffff,9.693,677.436,auto
891e0379a83ffff,891e037ae5bffff,14.276,1041.813,auto
891e037a563ffff,891e037a56fffff,2.01,354.49,auto
891e037a4cbffff,891e037a8c3ffff,11.761,928.831,auto
891e0362207ffff,891e03630d3ffff,5.635,443.082,auto
891e037a8d3ffff,891e0378423ffff,7.935,691.616,auto
891e0378c8fffff,891e037ae5bffff,6.617,561.636,auto
891e0378163ffff,891e0378ccfffff,3.359,276.17,auto
891e037840bffff,891e0378547ffff,3.253,277.684,auto
891e037aa3bffff,891e037ae57ffff,4.863,436.036,auto
891e037a12bffff,891e037ab1bffff,10.07,674.199,auto
891e037a857ffff,891e037aa13ffff,2.493,259.932,auto
891e037aeafffff,891e037aa37ffff,4.197,386.457,auto
891e0360383ffff,891e0363253ffff,11.422,859.185,auto
891e0371273ffff,891e037a873ffff,6.994,555.643,auto
891e036a58fffff,891e03799afffff,6.961,681.63,auto
891e037ad4fffff,891e037802fffff,15.868,1131.904,auto
891e036155bffff,891e03603cfffff,7.847,673.602,auto
891e037117bffff,891e037ab8bffff,9.841,725.471,auto
891e036329bffff,891e0378177ffff,9.296,641.721,auto
891e036a31bffff,891e036a077ffff,2.163,614.388,auto
891e037a02bffff,891e03780a3ffff,7.684,586.71,auto
891e037a323ffff,891e037ab4bffff,7.439,686.852,auto
891e0371553ffff,891e037ae77ffff,11.452,825.221,auto
891e037a97bffff,891e03785bbffff,8.883,736.442,auto
891e037a3cfffff,891e0378c1bffff,8.44,695.001,auto
891e036a02bffff,891e036a497ffff,5.076,342.093,auto
891e0378163ffff,891e0378133ffff,1.83,184.743,auto
891e0371243ffff,891e0378593ffff,5.714,454.676,auto
891e036052bffff,891e036148fffff,11.468,911.767,auto
891e037a87bffff,891e0371aa7ffff,10.118,693.517,auto
891e0378cd7ffff,891e037aaabffff,3.088,295.958,auto
891e037808fffff,891e037a13bffff,8.992,759.944,auto
891e0371167ffff,891e037ac27ffff,5.017,466.787,auto
891e037805bffff,891e037a28fffff,9.494,841.156,auto
891e037aab7ffff,891e037812fffff,5.613,494.94,auto
891e036138fffff,891e037816fffff,14.715,980.599,auto
891e03636b7ffff,891e03781cbffff,10.886,859.694,auto
891e036188fffff,891e037ae27ffff,22.331,1475.635,auto
891e03786b3ffff,891e037a13bffff,10.589,845.48,auto
891e037aa3bffff,891e037a8bbffff,8.115,537.216,auto
891e0371ad7ffff,891e037aa53ffff,12.224,895.648,auto
891e037165bffff,891e037aa6fffff,11.531,876.272,auto
891e036a877ffff,891e0361247ffff,6.4,559.867,auto
891e0379967ffff,891e037ae57ffff,15.171,1115.943,auto
891e0378317ffff,891e037a197ffff,14.759,1069.308,auto
891e03636d7ffff,891e037a217ffff,12.195,966.857,auto
891e0361883ffff,891e037abdbffff,22.584,1538.271,auto
891e036a863ffff,891e037ae0fffff,25.707,1458.824,auto
891e0361383ffff,891e03614cbffff,5.743,498.851,auto
891e0378107ffff,891e0378e9bffff,2.647,228.975,auto
891e03635c7ffff,891e037ac6fffff,11.771,824.942,auto
891e037a1b3ffff,891e037aa3bffff,11.412,797.447,auto
891e03714afffff,891e0371347ffff,11.088,699.962,auto
891e0378013ffff,891e037aa83ffff,7.382,612.802,auto
891e0378da7ffff,891e037ab6bffff,2.926,238.224,auto
891e037aac3ffff,891e0378507ffff,3.898,326.336,auto
891e037165bffff,891e037ac63ffff,6.663,504.279,auto
891e03714b7ffff,891e037333bffff,1.68,135.021,auto
891e0360513ffff,891e036367bffff,12.751,970.143,auto
891e0378557ffff,891e037a137ffff,5.554,435.484,auto
891e0361107ffff,891e037a217ffff,24.424,1738.075,auto
891e037860fffff,891e0378297ffff,1.661,165.469,auto
891e03613afffff,891e037858bffff,21.193,1463.553,auto
891e03715d3ffff,891e0378ecbffff,19.072,1357.559,auto
891e036a443ffff,891e0378cb3ffff,10.698,829.695,auto
891e03634cbffff,891e03712b3ffff,12.287,793.394,auto
891e03636dbffff,891e037a8bbffff,5.174,316.372,auto
891e037a983ffff,891e037a98bffff,0.603,76.852,auto
891e036012fffff,891e0360813ffff,3.45,255.626,auto
891e037a967ffff,891e03713b3ffff,9.414,626.664,auto
891e03634d7ffff,891e037ab87ffff,3.876,320.454,auto
891e03780a7ffff,891e0378597ffff,4.63,389.156,auto
891e037ad1bffff,891e037140fffff,11.025,729.781,auto
891e036334bffff,891e03614abffff,1.431,167.556,auto
891e037ad3bffff,891e03636a7ffff,9.972,619.577,auto
891e037aacbffff,891e037816fffff,6.011,442.473,auto
891e037890bffff,891e0378d2bffff,2.265,204.542,auto
891e0363667ffff,891e0378993ffff,3.942,372.895,auto
891e0361483ffff,891e0363253ffff,2.849,241.704,auto
891e0373373ffff,891e03714b7ffff,0.867,69.797,auto
891e037130fffff,891e03713a3ffff,2.452,236.72,auto
891e037aa03ffff,891e036a58fffff,14.981,1112.931,auto
891e03610cfffff,891e036105bffff,0.787,157.832,auto
891e03635d7ffff,891e037a857ffff,9.855,739.408,auto
891e037898bffff,891e036000bffff,13.761,985.398,auto
891e0378db7ffff,891e037aacbffff,9.674,684.284,auto
891e037a323ffff,891e037898fffff,11.444,942.147,auto
891e03780a7ffff,891e037ae3bffff,7.768,650.189,auto
891e03789c3ffff,891e0378547ffff,11.518,882.124,auto
891e0378173ffff,891e037120fffff,10.794,813.401,auto
891e036a3c7ffff,891e03636afffff,16.861,1006.479,auto
891e0379c7bffff,891e037134fffff,17.54,1274.048,auto
891e036a443ffff,891e037990fffff,2.278,225.576,auto
891e03459a3ffff,891e03785afffff,10.34,887.64,auto
891e0344a47ffff,891e037a45bffff,2.856,242.781,auto
891e0378c8bffff,891e0378c1bffff,1.804,154.553,auto
891e037ae77ffff,891e037aa7bffff,3.363,305.388,auto
891e0379933ffff,891e0379967ffff,1.626,204.075,auto
891e0378563ffff,891e037138bffff,17.26,1244.152,auto
891e037a3b3ffff,891e036a53bffff,20.447,1413.813,auto
891e0362253ffff,891e03622cfffff,0.544,71.774,auto
891e037a187ffff,891e037aca3ffff,4.466,355.547,auto
891e0361577ffff,891e037ac77ffff,17.203,1237.446,auto
891e03702abffff,891e037a917ffff,15.547,871.032,auto
891e0379d9bffff,891e037a8c7ffff,15.133,934.882,auto
891e037a9a7ffff,891e037ae4fffff,10.608,872.618,auto
891e03789dbffff,891e037812bffff,7.242,546.605,auto
891e0361447ffff,891e0361683ffff,1.674,207.664,auto
891e037ac13ffff,891e0362337ffff,24.079,1088.827,auto
891e037a9cbffff,891e037134fffff,6.14,414.31,auto
891e037155bffff,891e03712bbffff,4.836,406.355,auto
891e0378b53ffff,891e0378b5bffff,0.545,61.583,auto
891e037aa83ffff,891e0361083ffff,13.557,1110.13,auto
891e0378e9bffff,891e0378177ffff,1.891,146.914,auto
891e0378c37ffff,891e0378ddbffff,0.616,92.152,auto
891e0371c0bffff,891e037118fffff,3.411,343.714,auto
891e0370213ffff,891e0378503ffff,14.913,1073.234,auto
891e036a6c7ffff,891e037aa63ffff,11.358,909.694,auto
891e0378e53ffff,891e0378c8fffff,6.364,495.822,auto
891e0360163ffff,891e0360097ffff,4.797,386.731,auto
891e036322fffff,891e037ad87ffff,13.571,1002.386,auto
891e03603d7ffff,891e036136fffff,13.201,917.734,auto
891e036169bffff,891e03616d7ffff,0.433,59.065,auto
891e037ae4bffff,891e037ad2fffff,9.195,699.264,auto
891e0379ebbffff,891e0379c4fffff,1.446,267.544,auto
891e036004bffff,891e03636afffff,9.722,686.171,auto
891e037ac23ffff,891e037a88bffff,2.119,169.085,auto
891e0378ecbffff,891e0378993ffff,7.903,586.629,auto
891e037815bffff,891e0373363ffff,18.519,1282.763,auto
891e037ac3bffff,891e03785afffff,7.162,551.682,auto
891e037ae47ffff,891e037a80fffff,6.238,518.977,auto
891e03783d7ffff,891e037aa3bffff,6.975,602.282,auto
